날짜,종가,오픈,고가,저가,변동 %
2019년 03월 10일,2.4386,2.4359,2.4386,2.4359,0.00%
2019년 03월 08일,2.4386,2.453,2.464,2.403,-0.35%
2019년 03월 07일,2.4471,2.494,2.497,2.439,-2.00%
2019년 03월 06일,2.497,2.525,2.527,2.486,-1.20%
2019년 03월 05일,2.5274,2.525,2.552,2.514,0.33%
2019년 03월 04일,2.5191,2.544,2.549,2.514,-1.19%
2019년 03월 03일,2.5495,2.5523,2.5523,2.5495,0.43%
2019년 03월 01일,2.5385,2.494,2.544,2.492,1.66%
2019년 02월 28일,2.4971,2.456,2.511,2.442,1.11%
2019년 02월 27일,2.4696,2.445,2.483,2.437,0.89%
2019년 02월 26일,2.4477,2.47,2.475,2.445,-1.11%
2019년 02월 25일,2.4751,2.472,2.492,2.464,0.11%
2019년 02월 24일,2.4724,2.4724,2.4724,2.4724,0.33%
2019년 02월 22일,2.4642,2.5,2.505,2.445,-1.75%
2019년 02월 21일,2.5081,2.467,2.511,2.464,1.55%
2019년 02월 20일,2.4699,2.462,2.475,2.451,0.44%
2019년 02월 19일,2.459,2.497,2.5,2.456,-1.53%
2019년 02월 18일,2.4972,2.4972,2.4972,2.4972,0.11%
2019년 02월 15일,2.4945,2.481,2.5,2.47,0.77%
2019년 02월 14일,2.4755,2.516,2.53,2.459,-1.94%
2019년 02월 13일,2.5245,2.5,2.533,2.495,1.42%
2019년 02월 12일,2.4891,2.467,2.5,2.462,0.88%
2019년 02월 11일,2.4674,2.429,2.478,2.429,1.11%
2019년 02월 10일,2.4402,2.4402,2.4402,2.4402,0.00%
2019년 02월 08일,2.4402,2.462,2.465,2.424,-0.77%
2019년 02월 07일,2.4592,2.503,2.503,2.451,-1.74%
2019년 02월 06일,2.5027,2.5,2.505,2.476,-0.21%
2019년 02월 05일,2.508,2.519,2.539,2.5,-0.77%
2019년 02월 04일,2.5274,2.503,2.53,2.497,1.00%
2019년 02월 03일,2.5025,2.5053,2.5053,2.5025,0.45%
2019년 02월 01일,2.4914,2.453,2.511,2.433,2.14%
2019년 01월 31일,2.4391,2.489,2.491,2.425,-1.78%
2019년 01월 30일,2.4832,2.552,2.577,2.48,-2.49%
2019년 01월 29일,2.5467,2.574,2.574,2.544,-1.18%
2019년 01월 28일,2.577,2.585,2.599,2.563,-0.32%
2019년 01월 27일,2.5852,2.5852,2.5852,2.5852,-0.11%
2019년 01월 25일,2.588,2.546,2.591,2.541,1.96%
2019년 01월 24일,2.5383,2.563,2.571,2.522,-1.18%
2019년 01월 23일,2.5685,2.563,2.593,2.555,0.00%
2019년 01월 22일,2.5684,2.588,2.59,2.549,-0.74%
2019년 01월 21일,2.5876,2.5848,2.5876,2.5848,-0.53%
2019년 01월 18일,2.6013,2.549,2.618,2.544,1.83%
2019년 01월 17일,2.5545,2.522,2.568,2.5,1.08%
2019년 01월 16일,2.5272,2.522,2.549,2.511,0.43%
2019년 01월 15일,2.5163,2.514,2.527,2.484,0.11%
2019년 01월 14일,2.5136,2.486,2.519,2.476,-0.11%
2019년 01월 13일,2.5163,2.5163,2.5163,2.5163,0.00%
2019년 01월 11일,2.5163,2.538,2.546,2.497,-1.39%
2019년 01월 10일,2.5517,2.53,2.554,2.489,0.75%
2019년 01월 09일,2.5326,2.576,2.587,2.527,-1.42%
2019년 01월 08일,2.569,2.522,2.575,2.513,1.76%
2019년 01월 07일,2.5246,2.483,2.527,2.444,1.56%
2019년 01월 06일,2.4859,2.4859,2.4859,2.4859,0.22%
2019년 01월 04일,2.4804,2.354,2.486,2.338,6.11%
2019년 01월 03일,2.3376,2.426,2.475,2.332,-4.29%
2019년 01월 02일,2.4424,2.481,2.492,2.431,-0.68%
2019년 01월 01일,2.4591,2.4591,2.4591,2.4591,0.00%
