날짜,종가,오픈,고가,저가,거래량,변동 %
2019년 10월 01일,2.6295,2.6195,2.6195,2.6195,0.99K,-0.70%
2019년 09월 30일,2.648,2.637,2.637,2.637,0.70K,-0.69%
2019년 09월 27일,2.6665,2.6555,2.6555,2.6555,0.30K,0.76%
2019년 09월 26일,2.6465,2.6355,2.6355,2.6355,0.45K,-1.18%
2019년 09월 25일,2.678,2.667,2.667,2.667,0.45K,0.21%
2019년 09월 24일,2.6725,2.6615,2.6615,2.6615,0.22K,-0.24%
2019년 09월 23일,2.679,2.668,2.668,2.668,0.24K,0.15%
2019년 09월 20일,2.675,2.664,2.664,2.664,0.38K,-0.15%
2019년 09월 19일,2.679,2.668,2.668,2.668,0.37K,-0.15%
2019년 09월 18일,2.683,2.672,2.672,2.672,0.30K,-0.59%
2019년 09월 17일,2.699,2.688,2.688,2.688,0.39K,-0.61%
2019년 09월 16일,2.7155,2.7045,2.7045,2.7045,0.00K,-1.79%
2019년 09월 13일,2.765,2.754,2.754,2.754,0.80K,2.12%
2019년 09월 12일,2.7075,2.6965,2.6965,2.6965,0.71K,0.89%
2019년 09월 11일,2.6835,2.6725,2.6725,2.6725,0.61K,-0.35%
2019년 09월 10일,2.693,2.682,2.682,2.682,0.21K,0.04%
2019년 09월 09일,2.692,2.681,2.681,2.681,0.16K,-0.33%
2019년 09월 06일,2.701,2.69,2.69,2.69,0.58K,-0.31%
2019년 09월 05일,2.7095,2.6985,2.6985,2.6985,0.22K,1.84%
2019년 09월 04일,2.6605,2.6495,2.6495,2.6495,0.39K,2.50%
2019년 09월 03일,2.5955,2.5845,2.5845,2.5845,0.62K,2.51%
2019년 09월 02일,2.532,2.552,2.567,2.528,-,-0.78%
2019년 09월 01일,2.552,2.557,2.557,2.547,-,-2.56%
2019년 08월 30일,2.619,2.608,2.608,2.608,0.39K,-0.91%
2019년 08월 29일,2.643,2.632,2.632,2.632,0.67K,0.44%
2019년 08월 28일,2.6315,2.6205,2.6205,2.6205,0.25K,0.40%
2019년 08월 27일,2.621,2.61,2.61,2.61,0.49K,0.06%
2019년 08월 26일,2.6195,2.6085,2.6085,2.6085,0.13K,0.46%
2019년 08월 23일,2.6075,2.5965,2.5965,2.5965,0.16K,-1.14%
2019년 08월 22일,2.6375,2.6265,2.6265,2.6265,0.19K,-0.86%
2019년 08월 21일,2.6605,2.6495,2.6495,2.6495,0.60K,0.26%
2019년 08월 20일,2.6535,2.6425,2.6425,2.6425,0.55K,-0.88%
2019년 08월 19일,2.677,2.666,2.666,2.666,0.17K,0.22%
2019년 08월 16일,2.671,2.66,2.66,2.66,0.34K,-0.06%
2019년 08월 15일,2.6725,2.6615,2.6615,2.6615,1.97K,0.17%
2019년 08월 14일,2.668,2.657,2.657,2.657,0.14K,-1.40%
2019년 08월 13일,2.706,2.695,2.695,2.695,0.32K,1.63%
2019년 08월 12일,2.6625,2.6515,2.6515,2.6515,0.09K,-0.13%
2019년 08월 09일,2.666,2.655,2.655,2.655,0.23K,-0.67%
2019년 08월 08일,2.684,2.673,2.673,2.673,0.20K,1.23%
2019년 08월 07일,2.6515,2.6405,2.6405,2.6405,0.11K,0.51%
2019년 08월 06일,2.638,2.627,2.627,2.627,0.29K,0.44%
2019년 08월 05일,2.6265,2.6215,2.679,2.6215,0.01K,-1.00%
2019년 08월 02일,2.653,2.642,2.642,2.642,0.18K,-3.39%
2019년 08월 01일,2.746,2.735,2.735,2.735,0.08K,0.02%
2019년 07월 31일,2.7455,2.7345,2.7345,2.7345,0.21K,-0.34%
2019년 07월 30일,2.755,2.744,2.744,2.744,0.23K,-1.29%
2019년 07월 29일,2.791,2.78,2.78,2.78,0.09K,1.03%
2019년 07월 26일,2.7625,2.7515,2.7515,2.7515,0.09K,-0.68%
2019년 07월 25일,2.7815,2.7705,2.7705,2.7705,0.07K,-0.20%
2019년 07월 24일,2.787,2.776,2.776,2.776,0.04K,0.52%
2019년 07월 23일,2.7725,2.7615,2.7615,2.7615,0.06K,-0.95%
2019년 07월 22일,2.799,2.788,2.788,2.788,0.28K,-0.82%
2019년 07월 19일,2.822,2.811,2.811,2.811,0.34K,1.60%
2019년 07월 18일,2.7775,2.7665,2.7665,2.7665,0.19K,-0.25%
2019년 07월 17일,2.7845,2.7735,2.7735,2.7735,0.12K,0.52%
2019년 07월 16일,2.77,2.759,2.759,2.759,0.09K,-0.40%
2019년 07월 15일,2.781,2.77,2.77,2.77,0.18K,0.47%
2019년 07월 12일,2.768,2.757,2.757,2.757,0.11K,0.22%
2019년 07월 11일,2.762,2.751,2.751,2.751,0.31K,-0.13%
2019년 07월 10일,2.7655,2.7545,2.7545,2.7545,0.12K,2.41%
2019년 07월 09일,2.7005,2.6895,2.6895,2.6895,0.14K,-1.28%
2019년 07월 08일,2.7355,2.7245,2.7245,2.7245,0.57K,0.00%
2019년 07월 05일,2.7355,2.7245,2.7245,2.7245,0.18K,2.07%
2019년 07월 04일,2.68,2.685,2.687,2.67,-,-2.60%
2019년 07월 03일,2.7515,2.7405,2.7405,2.7405,0.12K,0.40%
2019년 07월 02일,2.7405,2.7295,2.7295,2.7295,0.47K,-0.71%
2019년 07월 01일,2.76,2.749,2.749,2.749,0.33K,-0.88%
2019년 06월 28일,2.7845,2.774,2.774,2.774,0.22K,-0.02%
2019년 06월 27일,2.785,2.7745,2.7745,2.7745,0.11K,0.02%
2019년 06월 26일,2.7845,2.774,2.774,2.774,0.44K,-0.54%
2019년 06월 25일,2.7995,2.789,2.789,2.789,0.17K,1.19%
2019년 06월 24일,2.7665,2.756,2.756,2.756,0.06K,0.11%
2019년 06월 21일,2.7635,2.752,2.752,2.752,0.06K,0.04%
2019년 06월 20일,2.7625,2.751,2.751,2.751,0.06K,1.15%
2019년 06월 19일,2.731,2.7195,2.7195,2.7195,0.09K,-0.58%
2019년 06월 18일,2.747,2.7355,2.7355,2.7355,0.09K,1.89%
2019년 06월 17일,2.696,2.6845,2.6845,2.6845,0.11K,0.24%
2019년 06월 14일,2.6895,2.678,2.678,2.678,0.06K,-1.12%
2019년 06월 13일,2.72,2.7085,2.7085,2.7085,0.03K,0.00%
2019년 06월 12일,2.72,2.7085,2.7085,2.7085,0.04K,-0.62%
2019년 06월 11일,2.737,2.7255,2.7255,2.7255,0.03K,0.50%
2019년 06월 10일,2.7235,2.712,2.712,2.712,0.05K,1.23%
2019년 06월 07일,2.6905,2.679,2.679,2.679,0.08K,-0.94%
2019년 06월 06일,2.716,2.7045,2.7045,2.7045,0.05K,0.95%
2019년 06월 05일,2.6905,2.679,2.679,2.679,0.03K,-1.66%
