회사명,거래소코드,회계년도,매출액증가율(IFRS),순이익증가율(IFRS),매출액정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),부채비율(IFRS),차입금의존도(IFRS),자본금(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS),상장일
넥슨지티(주),41140,2018,-10.93,0,-16.33,-4.99,-4.78,4.63,0,17686661,-2227874,-6357207,2000-07-25
넥슨지티(주),41140,2021,70.96,286.33,50.83,10.67,10.02,6.41,1.7,17686661,12734824,12567119,2000-07-25
넷마블(주),251270,2021,-4.33,839.09,6.1,8.87,7.11,26.58,10.73,8595350,40213047,458906744,2017-05-12
넷마블(주),251270,2019,-4.71,-18.99,3.06,1.2,1.12,8.45,0.19,8569348,17517419,51768866,2017-05-12
넷마블(주),251270,2020,20.14,-5.61,4.47,1.08,0.93,22.37,9.5,8579809,30770702,48866994,2017-05-12
넷마블(주),251270,2018,0,0,6.61,1.48,1.39,6.78,0,8519378,39787924,63907015,2017-05-12
농업회사법인(주)농우바이오,54050,2018,-12.18,288.13,11.1,13.48,11.46,10.98,1.34,8015281,4560898,26511816,2002-04-02
농업회사법인(주)농우바이오,54050,2020,15.65,0.98,12.8,3.14,2.69,20.43,6.97,8015281,6889247,7140025,2002-04-02
농업회사법인(주)농우바이오,54050,2019,13.22,-73.33,14.26,3.15,2.81,13.04,2.61,8015281,6634504,7070560,2002-04-02
농업회사법인(주)농우바이오,54050,2021,1.94,-29.74,8.04,2.19,1.81,20.97,6.92,8015281,4412202,5016803,2002-04-02
농업회사법인아시아종묘(주),154030,2021,12.52,-37.12,18.87,5.71,2.67,89.9,32.05,5309985,2651466,1122219,2018-02-12
농업회사법인아시아종묘(주),154030,2020,29.41,0,11.92,10.32,4.53,146.33,43.84,4607770,1488132,1784798,2018-02-12
농업회사법인아시아종묘(주),154030,2019,0,0,-2.22,-3.17,-1.5,110.94,41.56,4607770,-214225,-576107,2018-02-12
뉴지랩파마(주),214870,2021,-47.28,0,-27.92,-9.3,-5.5,78.54,39.43,15216239,-3951220,-7017461,2015-10-13
뉴지랩파마(주),214870,2020,-47.66,0,-9.34,-7.46,-5.08,57.75,34.22,13129699,-2506973,-4869115,2015-10-13
뉴지랩파마(주),214870,2018,-55.23,0,-28.96,-6.8,-4.52,78.97,39.85,7277704,-2355599,-2416374,2015-10-13
뉴지랩파마(주),214870,2019,530.37,0,3.08,-9.68,-6.39,34.7,5.27,12390326,1580933,-4813599,2015-10-13
다믈멀티미디어(주),93640,2020,-43.74,0,-2.2,-6.1,-3.93,57.37,29.09,5399268,-89816,-1277163,2007-10-19
다믈멀티미디어(주),93640,2021,41.15,0,7.53,13.48,10.11,16.99,9.85,6570438,433875,3319644,2007-10-19
다믈멀티미디어(주),93640,2019,31.73,0,10.58,13.56,8.41,53.18,25.78,5399268,768334,1974111,2007-10-19
다믈멀티미디어(주),93640,2018,-39.29,0,-32.89,-32.8,-15.3,85.66,23.36,3702173,-1812812,-2229417,2007-10-19
다스코(주),58730,2018,34.46,56.25,8.63,9.32,5.32,78.05,21.87,8000000,10623574,10706656,2004-08-02
다스코(주),58730,2019,-15.11,-53.56,5.93,4.02,2.39,58.93,18.25,8000000,6195133,4971689,2004-08-02
다스코(주),58730,2020,-5.52,0,0.95,-0.1,-0.06,71.84,25.36,8000000,936038,-122476,2004-08-02
다스코(주),58730,2021,-1.31,0,-6.26,-5.46,-2.7,135.15,38.71,8450000,-6101811,-6514808,2004-08-02
대덕전자(주),353200,2021,0,0,4.62,3.77,3,25.77,4.18,25756222,21273786,24582188,2020-05-21
대덕전자(주),353200,2020,,,,,,,,25756223,6670396,3965778,2020-05-21
대동금속(주),20400,2021,23.78,48.98,4.05,4.29,1.6,148.14,26.66,3189166,2752231,1693936,1993-07-30
대동금속(주),20400,2019,-4.23,126.78,4.78,2.54,0.92,178.38,35.31,2400000,1922682,780987,1993-07-30
대동금속(주),20400,2018,9.2,-64.56,1.86,1.26,0.49,171.41,31.63,2400000,779015,344374,1993-07-30
대동금속(주),20400,2020,36.59,45.58,4.24,3.24,1.14,190.69,33.59,2607711,2330746,1136985,1993-07-30
대동기어(주),8830,2019,8.93,2132.03,3.19,1.33,0.43,220.81,32.25,4493760,2511552,792370,1991-05-17
대동기어(주),8830,2021,32.87,226.34,5.11,5.57,1.78,211.91,32.1,4493760,5618957,3682916,1991-05-17
대동기어(주),8830,2020,5.06,42.43,3.2,1.83,0.58,214.5,34.19,4493760,2644551,1128542,1991-05-17
대동기어(주),8830,2018,21.81,0,2.93,0.06,0.02,202.54,32.36,4493760,2118734,35500,1991-05-17
대동전자(주),8110,2021,100.23,0,-4.05,0.64,0.52,22.3,0,5245224,-314491,789583,1990-06-05
대동전자(주),8110,2020,-37.68,0,-17.09,-1.02,-0.84,22.34,0,5245224,-661897,-1139608,1990-06-05
대동전자(주),8110,2018,7.23,0,-25.21,-0.13,-0.11,19.28,0,5245224,-1225347,-145262,1990-06-05
대동전자(주),8110,2019,27.9,0,-5.24,0.7,0.58,20.3,0,5245224,-325448,794631,1990-06-05
대림비앤코(주),5750,2020,-4.93,0,-1.04,-3.37,-1.67,109.99,28.16,16672240,-1156423,-5244980,1992-12-23
대림비앤코(주),5750,2021,12.64,0,1.97,1.26,0.61,106.81,25.4,16672240,2471830,1978074,1992-12-23
대림비앤코(주),5750,2018,13.68,-9.94,5.03,1.23,0.68,82.52,18.74,16672240,5869452,1951674,1992-12-23
대림비앤코(주),5750,2019,0.6,-7.24,2.39,1.13,0.6,94.33,22.37,16672240,2808199,1810465,1992-12-23
대림통상(주),6570,2021,-15.46,0,-1.28,-1.07,-0.62,81.72,29.33,16425000,-748939,-987378,1975-11-08
대림통상(주),6570,2018,4.05,0,-0.3,-1.93,-1.08,76.91,21.89,16425000,-268577,-2373193,1975-11-08
대림통상(주),6570,2020,-19.51,0,-4.19,-0.51,-0.31,66.52,25.88,16425000,-2912973,-559304,1975-11-08
대림통상(주),6570,2019,-3.39,0,0.58,-0.34,-0.2,64.38,21.18,16425000,502351,-401244,1975-11-08
대모엔지니어링(주),317850,2021,0,0,3.93,2.49,1.43,73.84,26.91,4162210,971354,1088884,2019-07-24
대모엔지니어링(주),317850,2020,,,,,,,,4162210,1949384,2035451,2019-07-24
대보마그네틱(주),290670,2019,0,0,25.63,10.56,9.09,16.21,0.53,1616300,4138522,3554135,2018-11-06
대보마그네틱(주),290670,2021,44.28,129.41,14.93,4.07,2.69,34.79,9.85,3732466,2114985,1763751,2018-11-06
대보마그네틱(주),290670,2020,-39.18,-78.37,4.04,2.22,1.51,75.42,34.05,3308487,396558,768818,2018-11-06
대보마그네틱(주),290670,2018,,,,,,,,1304000,3061835,2549997,2018-11-06
대봉엘에스(주),78140,2019,-7.83,-49.96,3.49,1.86,1.68,11.01,1.19,5543290,992363,1123292,2005-12-23
대봉엘에스(주),78140,2021,-5.05,18.25,4.22,2.14,1.76,19.49,6.13,5543290,1328084,1458963,2005-12-23
대봉엘에스(주),78140,2020,16.59,9.84,4.16,2,1.71,24.01,10.47,5543290,1379601,1233793,2005-12-23
대봉엘에스(주),78140,2018,2.87,-10.13,7.17,3.87,3.48,11.55,0.5,5543290,2212342,2245010,2005-12-23
대상(주),1680,2019,5.27,10.8,5.02,7.23,3.26,128.88,34.43,36018248,58350434,67648345,1970-04-01
대상(주),1680,2018,3.9,58.5,5.79,6.94,3.1,114.68,32.13,36018248,63994325,61056130,1970-04-01
대상(주),1680,2020,11.17,26.52,6.93,8.36,3.66,128.23,37.26,36018248,89562972,85588577,1970-04-01
대상(주),1680,2021,6.3,-23.41,6.17,5.96,2.65,121.71,34.18,36018248,84774939,65552992,1970-04-01
대상홀딩스(주),84690,2021,27.91,13.49,68.01,3.1,2.63,30,20.8,37126020,13986551,11960354,2005-08-17
대상홀딩스(주),84690,2019,9.84,-2.28,67.9,2.54,2.42,5.1,2.16,37126020,10802645,9962999,2005-08-17
대상홀딩스(주),84690,2018,8.02,0.87,73.94,2.63,2.5,4.89,2.52,37126020,10709540,10195351,2005-08-17
대상홀딩스(주),84690,2020,1.06,5.78,64.28,2.7,2.56,5.44,1.97,37126020,10334880,10538482,2005-08-17
대성산업(주),128820,2021,14.91,3.55,0.22,1.17,0.55,101.48,31.35,226177390,871032,4865043,2010-07-30
대성산업(주),128820,2019,-15.47,-17.99,-1.21,2.84,1.3,118.3,22.3,226177390,-4252836,11798720,2010-07-30
대성산업(주),128820,2020,-3.6,-60.18,-0.58,1.15,0.52,126.59,27.98,226177390,-1972633,4698406,2010-07-30
대성산업(주),128820,2018,8.78,0,-0.95,7.28,1.66,118.87,23.19,226177390,-3944462,14387188,2010-07-30
대성에너지(주),117580,2019,0.01,4.01,3.54,4.08,2.28,81.04,12.52,27500000,15165247,12494397,2010-12-24
대성에너지(주),117580,2018,-0.08,-5.67,3.28,3.99,2.23,77.35,13.38,27500000,14060522,12012448,2010-12-24
대성에너지(주),117580,2021,-5.03,0.22,4.32,4.41,2.32,90.05,16.59,27500000,17841286,14048197,2010-12-24
대성에너지(주),117580,2020,1.43,12.19,4.13,4.5,2.43,89.86,16.9,27500000,17952210,14017327,2010-12-24
대성창업투자(주),27830,2021,74.22,0,13.3,1.19,1.17,2.07,,20000000,,604084,1999-11-30
대성창업투자(주),27830,2018,-26.61,-16.92,14.32,0.77,0.75,0.79,,20000000,,372488,1999-11-30
대성창업투자(주),27830,2019,-32.96,0,-49.28,-1.72,-1.7,1.26,,20000000,,-844425,1999-11-30
대성창업투자(주),27830,2020,43.36,0,-6.78,-0.31,-0.3,1.06,,20000000,,-151876,1999-11-30
대성홀딩스(주),16710,2018,-1.1,1.12,61.17,3.38,2.08,62.58,37.51,16089459,10751710,8272494,1999-12-22
대성홀딩스(주),16710,2019,-37.7,-50.98,51.85,1.66,1.07,46.32,30.98,16089459,5678341,4055466,1999-12-22
대성홀딩스(주),16710,2020,15.66,42.63,59.56,2.37,1.62,46.73,30.87,16089459,7543920,5784297,1999-12-22
대성홀딩스(주),16710,2021,-0.55,0.29,59.06,2.36,1.59,50.15,29.57,16089459,7439107,5800978,1999-12-22
대신밸런스제10호기업인수목적(주),387310,2021,,,,,,,,46000,,-20152,2021-09-17
대신밸런스제7호기업인수목적(주),332290,2021,0,0,0,-0.25,-0.23,11.45,,520500,,-26027,2019-10-11
대신밸런스제7호기업인수목적(주),332290,2020,,,,,,,,520500,,-22882,2019-10-11
대신정보통신(주),20180,2018,44.07,0,-1.28,-3.47,-1.14,246.52,13.84,19214458,-1115047,-797748,1995-10-06
대신정보통신(주),20180,2021,-26.34,0,-7.76,-13.76,-4.38,198.98,14.78,19214458,-4609610,-3234106,1995-10-06
대신정보통신(주),20180,2019,-41.49,0,-6.28,-11.56,-3.63,189.17,23.69,19214458,-3192966,-2571838,1995-10-06
대신정보통신(주),20180,2020,58.51,0,-3.52,-10.56,-3.4,229.91,14.83,19214458,-2835686,-2387685,1995-10-06
대신증권(주),3540,2018,-28.23,164.07,9.15,5.95,0.72,689.28,,434867000,255858498,102958453,1975-10-01
대신증권(주),3540,2019,9.06,-25.05,6.56,4.3,0.54,711.39,,434867000,226661071,77168089,1975-10-01
대신증권(주),3540,2020,13.52,-43.94,2.97,2.39,0.29,723.15,,434867000,0,43258480,1975-10-01
대신증권(주),3540,2021,-9.46,134.22,11.91,5.43,0.69,659.17,,434867000,0,101320484,1975-10-01
대아티아이(주),45390,2021,12.46,45.27,9.01,4.39,2.73,61.63,1.16,7115152,4775640,4397497,2001-05-17
대아티아이(주),45390,2019,10.95,64.92,10.16,4.92,3.6,35.83,2.11,7115152,4507037,4485721,2001-05-17
대아티아이(주),45390,2020,6.2,-32.52,7.07,3.17,2.14,59.8,0.97,7115152,3330433,3027168,2001-05-17
대아티아이(주),45390,2018,2.25,-59.37,6.6,3.15,2.35,37.26,0,7115152,2639293,2719857,2001-05-17
대양전기공업(주),108380,2018,-34.58,54.98,7.98,3.21,2.58,24.51,0,4783667,3275183,5338184,2011-07-08
대양전기공업(주),108380,2020,-0.3,-9.12,7.96,2.9,2.32,24.33,0.18,4783666,5744917,5397746,2011-07-08
대양전기공업(주),108380,2019,76.35,11.26,7.22,3.36,2.68,25.86,0.27,4783666,5231397,5939146,2011-07-08
대양전기공업(주),108380,2021,-18.41,204.35,7.94,8.17,6.76,17.67,0.33,4783667,4676539,16427964,2011-07-08
대영포장(주),14160,2021,22.63,207.06,6.16,5.06,3.74,34.14,5.98,54197275,9449904,7964088,1990-03-06
대영포장(주),14160,2018,2.74,0,3.12,3.23,2.04,60.22,20.45,54197275,4855417,4308131,1990-03-06
대영포장(주),14160,2020,-7.94,-60.45,2.16,1.73,1.22,36.02,10.98,54197275,2698107,2593686,1990-03-06
대영포장(주),14160,2019,-12.72,52.21,5.67,4.65,3.02,48.26,17.22,54197274,7709774,6557405,1990-03-06
대우전자부품(주),9320,2020,23.35,0,2.02,-0.18,-0.09,126.13,33.27,23823188,655182,-68336,1989-08-25
대우전자부품(주),9320,2019,-15.98,0,0.58,-0.86,-0.47,91.65,28.87,23823188,153417,-337649,1989-08-25
대우전자부품(주),9320,2018,10.2,-7.24,5.37,3.31,1.88,76.45,24.53,23823188,1679647,1258847,1989-08-25
대우전자부품(주),9320,2021,46.21,0,3.33,3.96,1.63,160.86,36.53,23823188,1579243,1450446,1989-08-25
대우조선해양(주),42660,2019,-8.13,-40.78,9.01,8.92,2.93,187.82,25.77,541028760,378252330,332728640,2001-02-02
대우조선해양(주),42660,2020,-7.04,-12.5,8.92,7.29,2.57,179.35,26.3,541028760,348231770,291148791,2001-02-02
대우조선해양(주),42660,2021,-44,0,-55.5,-38.32,-12,281.44,27.26,541453345,-1212802878,-1235992574,2001-02-02
대우조선해양(주),42660,2018,-20.87,-62.27,12.25,16.43,4.91,224.1,30.34,541028760,559569813,561816518,2001-02-02
대원강업(주),430,2021,12.39,0,0.82,1.43,0.9,58.84,12.16,31000000,2539396,5817385,1977-06-22
대원강업(주),430,2020,-21.05,0,-1.62,-0.12,-0.07,56.81,13.66,31000000,-4461292,-469747,1977-06-22
대원강업(주),430,2019,1.39,-70.44,1.94,0.7,0.4,69.44,9.85,31000000,6760393,2799842,1977-06-22
대원강업(주),430,2018,-13.14,-8.36,1.79,2.39,1.26,78.29,14.98,31000000,6149572,9473048,1977-06-22
대원미디어(주),48910,2019,30.8,8.05,0.23,0.81,0.65,25.37,5.39,6319473,152941,484799,2001-07-31
대원미디어(주),48910,2020,44.41,5.06,0.56,0.79,0.59,39.78,13.78,6319473,536773,509313,2001-07-31
대원미디어(주),48910,2018,170.8,-86.22,-0.1,0.87,0.71,24.36,1.78,6319473,-49847,448666,2001-07-31
대원미디어(주),48910,2021,16.2,312.33,2.36,3.19,2.29,38.74,12.47,6319473,2632830,2100065,2001-07-31
대원산업(주),5710,2020,-24.88,-65.96,-1.11,1.75,1.23,35.9,0,10018800,-2355380,4999266,1993-06-21
대원산업(주),5710,2021,65.88,157.02,3.35,4.21,3.01,43.52,0,10018800,11823838,12849016,1993-06-21
대원산업(주),5710,2018,-14.73,13.26,4.34,6.94,4.39,56.01,0,10018800,12480747,16952611,1993-06-21
대원산업(주),5710,2019,-1.49,-13.37,3.42,5.44,3.58,48.24,0,10018800,9704648,14686070,1993-06-21
대원전선(주),6340,2018,-15.82,-67.61,1.07,3.2,1.26,160,12.97,35364186,2307970,2751530,1988-05-04
대원전선(주),6340,2021,29.09,0,1.33,-1.62,-0.72,142.7,11.31,36819084,2877723,-1353594,1988-05-04
대원전선(주),6340,2019,-14.73,-71.73,0.27,0.94,0.39,125.79,11.39,35364186,486987,777810,1988-05-04
대원전선(주),6340,2020,-8.85,103.01,0.93,1.91,0.88,107.22,13.8,35364186,1554702,1579026,1988-05-04
대원제약(주),3220,2021,4.72,0,1.7,-2.42,-1.45,75.52,21.38,10612412,2748826,-4942961,1999-12-15
대원제약(주),3220,2018,11.13,841.76,12.03,7.49,5.36,40.1,6.62,9549303,16884698,12403841,1999-12-15
대원제약(주),3220,2019,9.58,-3.02,10.94,6.68,4.44,59.55,15.86,9831339,16823068,12029557,1999-12-15
대원제약(주),3220,2020,0.24,-3.36,11.65,5.95,3.75,57.86,15.96,10121802,17959613,11624941,1999-12-15
대원화성(주),24890,2020,-20.4,-94.18,-6.82,0.24,0.14,64.15,22.44,20624576,-3463122,185892,1997-10-28
대원화성(주),24890,2021,5.08,266.62,-3.51,0.87,0.51,77.28,26.96,20624576,-1871400,681515,1997-10-28
대원화성(주),24890,2018,-5.27,-71.53,2.18,0.77,0.45,67.38,20.54,20624576,1149134,527829,1997-10-28
대원화성(주),24890,2019,21.23,505.04,-2.61,4.39,2.65,64.6,17.64,20624576,-1665763,3193565,1997-10-28
대정화금(주),120240,2019,11.58,-18.64,15.46,4.09,3.5,18.28,2.84,3550196,6252010,4532068,2010-12-20
대정화금(주),120240,2020,-2.26,17.32,13.43,4.42,3.6,27.15,11.99,3550196,5309239,5316860,2010-12-20
대정화금(주),120240,2021,9.64,-46.85,6.63,2.24,1.81,20.46,5.38,3595196,2873031,2826141,2010-12-20
대정화금(주),120240,2018,9.19,59.29,14.45,5.77,4.75,15.45,0.17,3268924,5235185,5570062,2010-12-20
대주산업(주),3310,2020,-0.21,290.51,4.74,2.6,1.53,67.54,17.67,18696175,2014191,1344010,1992-08-01
대주산업(주),3310,2018,2.71,23.4,5.97,3.02,1.84,70.16,16.59,18696175,2554311,1514801,1992-08-01
대주산업(주),3310,2019,-0.42,-77.28,1.98,0.68,0.39,73.22,21.75,18696175,845499,344170,1992-08-01
대주산업(주),3310,2021,-1.97,-20.21,3.89,2,1.22,58.98,17.44,18696175,1619073,1072420,1992-08-01
대주전자재료(주),78600,2018,14.41,-27.44,4.36,0.4,0.17,145.42,48.46,7275613,1750513,229509,2004-12-10
대주전자재료(주),78600,2019,-1.09,0,2.19,-0.74,-0.33,106.21,39.06,7647414,869088,-497964,2004-12-10
대주전자재료(주),78600,2020,45.32,0,7.54,3.94,1.82,126.93,43.23,7675298,4349694,3231162,2004-12-10
대주전자재료(주),78600,2021,27.04,181.85,12.82,10.32,4.55,127.26,42.95,7731002,9402212,9106971,2004-12-10
대창단조(주),15230,2021,41.64,15.48,6.29,4.7,4.18,15.27,0.08,14286115,8241523,7645639,1989-07-25
대창단조(주),15230,2020,-26.23,-4.76,7.39,4.2,3.82,9.27,0.04,14286115,6828280,6620548,1989-07-25
대창단조(주),15230,2018,28.92,-4.01,3.32,3.59,3.11,15.19,0.43,10000000,4486892,5296982,1989-07-25
대창단조(주),15230,2019,-7.21,31.24,5.43,4.54,4.02,10.73,0.09,10000000,6803976,6951762,1989-07-25
대한광통신(주),10170,2021,-1.92,0,-19.77,-3.49,-2.02,83.25,32.56,36870813,-10574700,-5542414,1994-11-07
대한광통신(주),10170,2018,1.75,164.94,19.75,15.32,9.73,44.94,14.59,36870813,13976615,19934778,1994-11-07
대한광통신(주),10170,2020,-19.43,0,-20.17,-5.94,-3.53,63.61,27.42,36870812,-10998866,-10704268,1994-11-07
대한광통신(주),10170,2019,-4.34,0,-1.6,-0.91,-0.57,72.31,28.18,36870813,-1082963,-1733926,1994-11-07
대한그린파워(주),60900,2018,25.68,0,-11.71,-21.42,-12.16,64.43,36.24,8857210,-2513329,-3481783,2002-09-17
대한그린파워(주),60900,2021,368.62,0,7.71,0.55,0.32,87.62,43.66,15791374,272371,183227,2002-09-17
대한그린파워(주),60900,2019,-79.09,0,-77.01,-26.34,-14.33,113.08,40.73,9417921,-3457072,-4280808,2002-09-17
대한그린파워(주),60900,2020,-83.21,0,-559.46,-22.16,-12.93,53.99,31.04,13515900,-4216973,-4893258,2002-09-17
대한뉴팜(주),54670,2019,8.62,0,16.23,12.62,5.41,106.33,29.08,7177460,10832957,6633721,2002-02-26
대한뉴팜(주),54670,2021,12.8,19.2,16.55,15,6.63,123.03,24.71,7177460,13861422,8903438,2002-02-26
대한뉴팜(주),54670,2020,11.21,12.6,16.45,13.15,6.05,130.37,32.47,7177460,12217150,7469378,2002-02-26
대한뉴팜(주),54670,2018,-5.54,0,15.39,-8.42,-3.14,171.14,38.5,7177460,9460046,-3880660,2002-02-26
대한방직(주),1070,2020,13.55,0,3.48,1.09,0.73,56.71,20.26,5300000,2884667,1442305,1973-12-28
대한방직(주),1070,2021,11.85,14.58,3.66,1.26,0.78,67.56,25.38,5300000,3395831,1652607,1973-12-28
대한방직(주),1070,2018,7.14,0,-2.28,-4.39,-2.1,120.37,34.26,5300000,-2427794,-7882504,1973-12-28
대한방직(주),1070,2019,-31.37,0,-6.83,-2.62,-1.42,40.58,11.19,5300000,-4981810,-4009236,1973-12-28
대한약품공업(주),23910,2019,4.1,-6.16,20.54,9.78,5.87,53.48,12.96,3000000,16728750,13699824,1994-11-23
대한약품공업(주),23910,2021,-0.71,-10.15,15.9,5.86,4.16,38.22,9.72,3000000,13058119,10756508,1994-11-23
대한약품공업(주),23910,2020,1.53,-12.62,18,7.28,4.91,43.89,11.67,3000000,14885087,11971448,1994-11-23
대한약품공업(주),23910,2018,10.9,21.83,24.08,12.62,7.33,82.52,21.86,3000000,18840528,14599431,1994-11-23
대한유화(주),6650,2020,1.38,-50.85,2.59,1.32,1.15,10.74,1.27,41000000,23980939,22315391,1999-08-11
대한유화(주),6650,2019,-27.38,-72.11,4.29,2.83,2.27,18.6,2.17,41000000,39199838,45404900,1999-08-11
대한유화(주),6650,2018,92.82,130.31,16.66,11.46,8.5,30.52,6.88,41000000,209796367,162796938,1999-08-11
대한유화(주),6650,2021,27.66,457.7,13.64,6.83,5.99,16.94,0.66,41000000,161471295,124451903,1999-08-11
대한전선(주),1440,2020,16.28,0,3.93,2.15,0.64,233.27,54.46,428236504,29135780,7330476,1968-12-27
대한전선(주),1440,2018,4.54,0,2.24,-0.47,-0.15,228.79,48.63,428236505,16314315,-1755872,1968-12-27
대한전선(주),1440,2019,-12.51,0,0.29,-5.06,-1.52,237.09,53.85,428236505,1872922,-17847634,1968-12-27
대한전선(주),1440,2021,8.71,0,0.04,-4.66,-1.37,246.63,48.06,428236504,330291,-16369847,1968-12-27
대한제강(주),84010,2018,-10.76,0,-0.13,-0.51,-0.38,31.35,0.41,24646734,-677612,-2290325,2005-10-31
대한제강(주),84010,2019,-7.3,0,5.14,3.91,2.85,43.15,3.77,24646734,24328637,17261078,2005-10-31
대한제강(주),84010,2020,-18.02,34.87,7.78,5.23,3.84,29.38,2.85,24646734,30162641,23280127,2005-10-31
대한제강(주),84010,2021,28.18,64.69,9,8.27,6.12,40.64,1.42,24646734,44748460,38340601,2005-10-31
대한제당(주),1790,2021,-2.79,421.61,3.84,2.19,1.04,103.74,36.96,48089670,20616678,10504001,1968-12-17
대한제당(주),1790,2019,-2.3,-44.39,2.28,1.28,0.58,124.01,41.12,24044835,12456493,5899105,1968-12-17
대한제당(주),1790,2018,-4.22,192.19,3.32,2.31,1.05,115.82,39.51,24044835,18551750,10608839,1968-12-17
대한제당(주),1790,2020,1.26,-65.86,1.89,0.44,0.2,120.17,41.18,24044835,10417991,2013771,1968-12-17
대한제분(주),1130,2019,7.4,-83.96,4.52,1.03,0.95,7.01,1.97,8450000,7270827,6747585,1970-11-25
대한제분(주),1130,2018,3.16,347.74,6.75,6.58,5.93,9.24,2.74,8450000,10114054,42061188,1970-11-25
대한제분(주),1130,2021,4.86,496.05,7.42,11.71,10.17,18.21,6.77,8450000,12227948,81597843,1970-11-25
대한제분(주),1130,2020,-2.43,102.88,8.71,2.1,1.92,11.66,5.62,8450000,13680285,13689686,1970-11-25
대한해운(주),5880,2018,18.26,163.31,8.67,4.95,1.43,240.98,63.97,122132520,35154411,30087295,1992-04-23
대한해운(주),5880,2020,-2.29,0,17.46,-1.91,-0.49,328.96,66.84,122135545,50669952,-12866784,1992-04-23
대한해운(주),5880,2019,-26.7,12.42,16.21,5.2,1.52,245.02,63.75,122132520,48157916,33824383,1992-04-23
대한해운(주),5880,2021,-25.43,0,22.27,5.53,1.61,174.23,52.39,159588730,48196180,41724748,1992-04-23
대한화섬(주),3830,2021,13.85,22.05,6.83,2.35,2.02,19.99,0.76,6640000,3584096,13691198,1985-12-23
대한화섬(주),3830,2019,7.13,42.6,4.82,3.18,2.74,15.61,3.06,6640000,2653581,15744390,1985-12-23
대한화섬(주),3830,2020,-16.3,-28.75,8.47,2.11,1.85,12.85,0.93,6640000,3904142,11217812,1985-12-23
대한화섬(주),3830,2018,-7.41,-10.51,4.62,2.49,2.12,16.6,3.72,6640000,2377695,11041073,1985-12-23
대화제약(주),67080,2018,-2.02,-6.17,8.52,3.08,1.55,95.95,31.22,9112487,3488644,2231160,2003-02-14
대화제약(주),67080,2019,8.5,125.36,15.11,6.32,3.2,99.16,30.15,9112487,6708999,5028203,2003-02-14
대화제약(주),67080,2021,5.29,490.64,3.5,4.03,2.16,84.7,31.85,9308325,1515553,3393556,2003-02-14
대화제약(주),67080,2020,-7.49,-88.57,6.76,0.71,0.37,89.83,31.63,9112487,2777208,574556,2003-02-14
더이앤엠(주),89230,2021,27.32,0,14.03,-2.47,-1.8,34.92,12.84,16789695,2869262,-2012662,2006-10-10
더이앤엠(주),89230,2019,75.37,-86.48,24.42,3.29,2.05,62.09,20.04,10529681,4342863,1905890,2006-10-10
더이앤엠(주),89230,2020,-9.66,14.36,17.32,3.08,2.05,40.19,16.67,12434818,2782647,2179643,2006-10-10
더이앤엠(주),89230,2018,45.58,0,18.97,27.08,18.97,59.41,14.01,9186098,1923565,14094263,2006-10-10
덕산네오룩스(주),213420,2020,43.19,147.32,24.35,9.11,8.08,13.19,0.51,4802002,14625241,14636172,2015-02-06
덕산네오룩스(주),213420,2021,43.14,43.58,25.29,10.82,9.49,14.63,0.41,4802002,21739877,21014029,2015-02-06
덕산네오룩스(주),213420,2018,-2.82,-7.27,17.44,6.15,5.31,13.26,0.68,4802002,7857782,7487735,2015-02-06
덕산네오룩스(주),213420,2019,-6.92,-20.97,14.47,4.28,3.79,12.27,0.61,4802002,6070861,5917805,2015-02-06
덕산하이메탈(주),77360,2020,3.94,258.52,5.6,3.52,3.4,3.57,0.91,4543700,1472063,6428307,2005-10-14
덕산하이메탈(주),77360,2021,9.68,-34.34,10.83,2.14,1.98,12.4,7.8,4543700,3123755,4220946,2005-10-14
덕산하이메탈(주),77360,2019,14.91,5.36,5.15,1.03,0.99,3.83,0.95,4543700,1301875,1793006,2005-10-14
덕산하이메탈(주),77360,2018,2.9,62.62,1.42,1.01,0.97,4.55,0.83,4543700,313419,1701784,2005-10-14
덕양산업(주),24900,2018,24.36,0,-0.11,-2.69,-0.43,497.13,14.57,16282490,-608261,-1520663,1997-06-23
덕양산업(주),24900,2019,7.56,0,0.06,-6.74,-1.02,629.9,13.18,16282490,358235,-3940294,1997-06-23
덕양산업(주),24900,2021,16.88,0,1.01,5.45,0.6,775.07,15.34,16282490,6306222,2541455,1997-06-23
덕양산업(주),24900,2020,-8.34,0,-0.56,-8.3,-1.01,839.14,12.87,16282490,-2973470,-4227095,1997-06-23
덕우전자(주),263600,2021,-6.91,-53.36,-1.37,3.39,2.48,55.07,20.7,8037611,-737431,2870742,2017-08-28
덕우전자(주),263600,2018,,,,,,,,4055033,1908680,507388,2017-08-28
덕우전자(주),263600,2019,0,0,-11.34,-3.36,-2.87,17.04,0.07,4055033,-2975414,-2576519,2017-08-28
덕우전자(주),263600,2020,120.37,0,13.11,7.81,6.66,17.37,0.29,8037611,7581147,6155741,2017-08-28
데브시스터즈(주),194480,2019,19.84,460.09,-3.52,1.31,1.27,3.79,1.31,5602185,-622509,1696114,2014-10-06
데브시스터즈(주),194480,2018,108.84,0,-5.94,0.21,0.21,2,0,5591318,-876921,302827,2014-10-06
