회사명,거래소코드,회계년도,매출액증가율(IFRS),순이익증가율(IFRS),매출액정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),부채비율(IFRS),차입금의존도(IFRS),자본금(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS),상장일
데브시스터즈(주),194480,2021,462.38,6926.84,18.31,31.99,26.95,28.28,6.18,5724920,36914664,39585808,2014-10-06
데브시스터즈(주),194480,2020,102.69,-66.79,15.63,0.5,0.48,5.76,1.46,5602185,5603906,563351,2014-10-06
도이치모터스(주),67990,2018,27.35,139.88,2.1,9.04,2.38,260.87,61.54,13131654,11589453,7357161,2004-12-03
도이치모터스(주),67990,2019,-29.93,8.78,3.61,7.84,2.24,241.17,60.39,14018673,13943348,8002869,2004-12-03
도이치모터스(주),67990,2021,43.45,182.99,2.55,8.68,2.72,199.31,55.02,14811853,18848685,12347989,2004-12-03
도이치모터스(주),67990,2020,33.23,-45.48,2.14,3.73,1.08,247.6,58.61,14018673,11007191,4363407,2004-12-03
동국산업(주),5160,2020,-21.84,-30.8,2.75,1.44,1.12,22.53,6.93,54244482,3574903,5601477,1999-06-25
동국산업(주),5160,2018,-3.18,-49.7,4.46,1.69,1.15,44.64,16.71,54244482,8122503,6374083,1999-06-25
동국산업(주),5160,2019,-8.57,26.99,5.54,2.11,1.51,35.2,12.58,54244482,9222310,8094291,1999-06-25
동국산업(주),5160,2021,35.28,130.43,7.06,3.28,2.63,27.07,6.57,54244482,12428812,12907497,1999-06-25
동국제강(주),1230,2018,-5.56,0,1.25,-2.18,-0.95,126.19,39.03,589228035,32692235,-60289524,1988-05-09
동국제강(주),1230,2019,-1.62,0,3.89,0.58,0.25,142.11,39.9,589228035,100144967,15080047,1988-05-09
동국제강(주),1230,2020,-11.51,228.22,6.07,2.05,0.89,121.06,36.35,589228035,138231933,49496087,1988-05-09
동국제강(주),1230,2021,31.94,264.34,10.36,7.2,3.26,120.56,30.61,589228035,311582822,180332019,1988-05-09
동국제약(주),86450,2021,7.9,-11.68,12.26,6.34,4.81,31.65,2.75,22615210,32349632,25668341,2007-05-29
동국제약(주),86450,2018,5.74,16.15,13.05,7.2,5.49,33.45,1.46,22230000,22544081,19347112,2007-05-29
동국제약(주),86450,2020,17.62,26.63,14.33,8.08,6.12,31.99,2.59,22615210,35042205,29064379,2007-05-29
동국제약(주),86450,2019,20.41,18.63,13.14,7.39,5.57,32.06,3.08,22615210,27325605,22951983,2007-05-29
동부건설(주),5960,2018,20.44,-65.54,3.44,9.41,4.34,113.99,0,105433825,11285029,29280134,1978-10-30
동부건설(주),5960,2021,-16.71,232.68,3.73,10.36,5.67,81.32,17.14,114760150,17252667,47749771,1978-10-30
동부건설(주),5960,2019,37.57,-37.39,3.79,5.23,2.44,114.04,2.07,105512380,17098163,18332147,1978-10-30
동부건설(주),5960,2020,22.89,-21.71,6.07,3.61,1.82,84.46,1.25,110514785,33646760,14352989,1978-10-30
동성제약(주),2210,2021,-7.42,0,-3.58,-1.42,-0.68,102.37,22.59,26100970,-1621984,-824480,1990-01-19
동성제약(주),2210,2019,-0.59,0,-4.57,-5.54,-2.71,89.01,19.68,26070748,-2012000,-3847525,1990-01-19
동성제약(주),2210,2020,11.15,0,0.77,-7.34,-3.66,113.99,20.76,26070748,376692,-5044964,1990-01-19
동성제약(주),2210,2018,6.41,31.91,-2.02,1.05,0.47,121.66,29.49,24756574,-892897,634012,1990-01-19
동신건설(주),25950,2021,57.85,-90.99,2.29,0.09,0.07,29.73,0.59,4200000,590043,76430,1995-08-07
동신건설(주),25950,2020,37.11,-65.58,6.67,0.96,0.78,27.52,0.57,4200000,1088887,847826,1995-08-07
동신건설(주),25950,2019,14.5,140.48,4.48,2.8,2.38,18.96,0.61,4200000,533035,2462883,1995-08-07
동신건설(주),25950,2018,-65.49,-72.45,8.24,1.22,0.99,16.35,0.64,4200000,855895,1024144,1995-08-07
동아쏘시오홀딩스(주),640,2018,-3.39,61.8,41.35,3.15,2.23,38.13,25.41,30691470,17504006,20120480,1970-02-10
동아쏘시오홀딩스(주),640,2021,3.76,92.24,57.75,3.18,2.14,45.76,29.96,31640865,19810332,19193649,1970-02-10
동아쏘시오홀딩스(주),640,2019,-3.6,-20.94,45.94,2.63,1.83,50.25,31.73,30691485,18749511,15906350,1970-02-10
동아쏘시오홀딩스(주),640,2020,-18.99,-37.23,40.75,1.79,1.19,52.28,33.58,30691485,13471569,9984262,1970-02-10
동아에스티(주),170900,2019,2.16,6.05,10.32,5.07,3.11,67.3,24.97,42219340,30373120,30900709,2013-04-08
동아에스티(주),170900,2018,8.4,0,10.64,4.92,2.98,58.18,21.94,42219340,30642874,29138358,2013-04-08
동아에스티(주),170900,2020,6.32,22.68,13.93,5.88,3.71,50.62,20.33,42219340,43587367,37910132,2013-04-08
동아에스티(주),170900,2021,-7.83,-81.6,3.02,1.06,0.69,55.42,20.72,42219340,8716794,6976080,2013-04-08
동아타이어공업(주),282690,2018,,,,,,,,6866508,6245369,9030312,2017-11-29
동아타이어공업(주),282690,2020,-19.28,-56.89,10.66,1.51,1.42,5.45,1.25,6866508,7013669,5348932,2017-11-29
동아타이어공업(주),282690,2019,0,0,12.68,3.54,3.29,7.53,1.6,6866508,10340306,12407931,2017-11-29
동아타이어공업(주),282690,2021,32.16,46.31,8.48,2.17,2.02,8.6,1.89,6866508,7375124,7826199,2017-11-29
동아화성(주),41930,2021,18.69,14.76,8.3,5.76,3.97,34.75,12.67,8000000,5364434,6180343,2001-12-26
동아화성(주),41930,2020,-22.62,40.57,6.31,5.84,3.63,58.27,27.74,8000000,3437820,5385225,2001-12-26
동아화성(주),41930,2019,13.65,23.72,3.75,4.33,2.73,63.37,25.72,8000000,2637114,3830964,2001-12-26
동아화성(주),41930,2018,-7.77,-8.58,2.58,3.63,2.28,54.34,21.72,8000000,1599739,3096509,2001-12-26
동양생명보험(주),82640,2021,1.24,71.09,5.19,5.11,0.41,1091.05,,806792925,,146143696,2009-10-08
동양생명보험(주),82640,2019,-0.04,31.62,2.74,2.99,0.22,1192.54,,806792925,,71125802,2009-10-08
동양생명보험(주),82640,2018,-19.97,-68.85,2.17,2.31,0.18,1308.97,,806792925,,54040608,2009-10-08
동양생명보험(주),82640,2020,5.98,20.1,3.33,3.28,0.25,1200.32,,806792925,,85420524,2009-10-08
동양이엔피(주),79960,2018,-4.15,-45.98,2.07,1.94,1.51,26.81,0.39,3930000,3435510,3636110,2005-02-01
동양이엔피(주),79960,2020,-5.68,22.27,6.6,6.61,4.91,33.4,0.39,3930000,13281179,13839644,2005-02-01
동양이엔피(주),79960,2019,28.43,211.29,4.4,5.92,4.5,36.11,0.47,3930000,9388556,11319016,2005-02-01
동양이엔피(주),79960,2021,16.44,-33.63,3.4,4.01,2.98,35.58,0,3930000,7967252,9185567,2005-02-01
동양철관(주),8970,2019,-6.5,0,0.15,-0.29,-0.14,74.51,22.05,59454240,90544,-201500,1977-03-05
동양철관(주),8970,2020,33.55,0,6.36,5.46,3.19,68,20.58,59454240,5036084,4614654,1977-03-05
동양철관(주),8970,2021,-16.87,0,-2.69,-2.6,-1.64,49.57,20.32,59454240,-1772848,-2257552,1977-03-05
동양철관(주),8970,2018,2.19,0,-2.59,-4.2,-2.13,149.95,29.7,44454240,-1644268,-2945293,1977-03-05
동양파일(주),228340,2021,68.94,0,16.15,-2.8,-2.53,15.92,0.03,10000000,6319789,-3269188,2016-04-06
동양파일(주),228340,2020,-7.56,0,-8.29,-0.63,-0.59,5.84,0.07,10000000,-1921438,-802763,2016-04-06
동양파일(주),228340,2019,-42.14,0,-12.55,-1.65,-1.53,6.86,0.1,10000000,-3145256,-2316180,2016-04-06
동양파일(주),228340,2018,-22.71,-85.82,3.37,0.9,0.76,8.67,0,10000000,1458936,1324884,2016-04-06
동양피스톤(주),92780,2018,0,0,4.29,5.21,1.84,183.81,37.32,6584230,5820501,4850181,2017-12-08
동양피스톤(주),92780,2021,21.25,0,3.17,4.46,1.58,180.34,40.28,6584230,4749510,4344391,2017-12-08
동양피스톤(주),92780,2019,-0.55,-5.65,4.35,4.81,1.69,184.63,36.65,6584230,5864717,4576044,2017-12-08
동양피스톤(주),92780,2020,-8.3,0,-0.21,-0.68,-0.24,183.38,46,6584230,-256032,-652187,2017-12-08
동원금속(주),18500,2020,-20.14,0,-0.08,-39.09,-4.16,1048.59,36.13,23377467,-78080,-12395156,1995-11-10
동원금속(주),18500,2021,1.03,0,10.26,40.5,4.77,567.64,37.27,23377467,10119633,12831180,1995-11-10
동원금속(주),18500,2019,4.63,0,1.36,26.5,3.68,713.48,33.07,23377466,1660963,12313093,1995-11-10
동원금속(주),18500,2018,4.02,0,-11.93,-26.76,-4.37,550.66,31.29,23377467,-13934579,-15275746,1995-11-10
동원산업(주),6040,2021,4.03,1.74,7.23,5.7,2.58,119.07,45.48,18388205,24503165,42687014,1989-03-07
동원산업(주),6040,2020,-35.09,125.57,5.51,5.68,2.44,123.19,47.71,18388205,17954902,41958924,1989-03-07
동원산업(주),6040,2018,5.66,166.44,6.76,6.62,2.84,125.02,44.16,16816000,29728945,42241386,1989-03-07
동원산업(주),6040,2019,14,-55.96,6.75,2.59,1.11,141.27,48.11,18388205,33866541,18601083,1989-03-07
동원수산(주),30720,2018,-6.29,2.55,0.44,12.84,5.84,95.65,35.15,23150180,234133,5642702,1996-11-22
동원수산(주),30720,2021,-2.66,-19.87,1.13,4.83,2.75,74.02,27.02,23269025,508036,2569816,1996-11-22
동원수산(주),30720,2019,-22.27,18.69,1.22,13.38,7.05,84.17,32.36,23269025,509421,6697565,1996-11-22
동원수산(주),30720,2020,10.52,-52.11,-6.22,6.02,3.33,77.6,33.12,23269025,-2862834,3207203,1996-11-22
동원시스템즈(주),14820,2020,4.64,-11.32,8.61,6.28,3.01,107.09,38.27,129419345,24119172,24260744,1994-03-29
동원시스템즈(주),14820,2021,16.27,-9.4,7.9,5.45,2.59,113.54,42.11,129419345,25706787,21980931,1994-03-29
동원시스템즈(주),14820,2019,-1.14,2.77,10.34,7.42,3.63,110.74,36.04,129419345,27680668,27357219,1994-03-29
동원시스템즈(주),14820,2018,31.5,3.28,7.96,8.2,3.96,98.42,32.58,129419345,21532755,26619647,1994-03-29
동일고무벨트(주),163560,2021,17.71,-61.1,2.69,1.7,1.18,48.94,15.26,6950000,3711628,3411372,2012-10-19
동일고무벨트(주),163560,2020,-2.71,48.29,9.46,4.49,3.18,39.26,9.49,6825000,11079039,8769315,2012-10-19
동일고무벨트(주),163560,2019,-5.09,29.22,5.9,3.19,2.12,43.31,9.47,6675000,7105263,5913784,2012-10-19
동일고무벨트(주),163560,2018,-3.89,0,3.45,2.6,1.62,58.8,12.32,6500000,4375254,4576481,2012-10-19
동일금속(주),109860,2021,-9.86,76.86,3.43,4.95,4.56,9.2,0,3500000,1026457,6352952,2009-07-28
동일금속(주),109860,2020,-28.21,-60.13,8.83,2.92,2.65,7.71,0,3500000,2936328,3592085,2009-07-28
동일금속(주),109860,2019,-5.2,77.77,14.56,7.84,6.94,12.27,0,3500000,6741204,9008565,2009-07-28
동일금속(주),109860,2018,43.71,150.75,7.7,4.78,4.22,13.8,0,3500000,3761747,5067681,2009-07-28
동일산업(주),4890,2019,-11.38,-67.23,1.28,1.19,1.05,12.07,0,12126075,2252017,4219729,2005-06-30
동일산업(주),4890,2018,5.61,4.72,6.87,3.74,3.27,14.19,0,12126075,13610103,12876443,2005-06-30
동일산업(주),4890,2020,-15.82,-63.92,-0.51,0.43,0.39,8.78,0.02,12126075,-750713,1522659,2005-06-30
동일산업(주),4890,2021,25.39,1042.39,7.72,4.82,4.34,13.03,0.02,12126075,14308549,17394653,2005-06-30
동일제강(주),2690,2021,37.27,873.48,6.11,3.41,2.94,17.28,0.33,7500000,5199964,4573390,2015-09-24
동일제강(주),2690,2018,15.18,-68.96,1.28,0.46,0.4,16.33,0.68,7500000,796219,614754,2015-09-24
동일제강(주),2690,2019,3.2,5.66,0.9,0.49,0.43,13.84,0.5,7500000,581783,649533,2015-09-24
동일제강(주),2690,2020,-3.62,-27.67,0.93,0.36,0.31,14.62,0.34,7500000,578411,469796,2015-09-24
동일철강(주),23790,2020,-26.93,0,-16.76,-6.82,-3.91,67.45,29.64,3672543,-1884245,-3689151,1994-11-07
동일철강(주),23790,2018,-7.86,0,-3.14,-5.11,-1.75,216.53,48.13,3672543,-755375,-2151847,1994-11-07
동일철강(주),23790,2021,69.73,0,15.41,45.52,27.2,67.34,28.32,3672543,2939769,31751680,1994-11-07
동일철강(주),23790,2019,-36.06,0,-9.53,14.26,6.06,80.68,31.56,3672543,-1466253,6904211,1994-11-07
동화기업(주),25900,2018,3.26,-43.22,11.28,3.55,2.03,73.95,23.86,7678378,25245415,17596722,1995-08-07
동화기업(주),25900,2019,-17.32,-36.42,6.54,2.16,1.18,91.15,31,10599191,12092942,11188211,1995-08-07
동화기업(주),25900,2021,23.79,521.93,13.84,6,3.1,87.51,31.1,10600589,31959315,35485153,1995-08-07
동화기업(주),25900,2020,0.86,-49,5.1,1.04,0.53,99.84,36.11,10599191,9522513,5705687,1995-08-07
동화약품(주),20,2020,-8.53,606.48,6.57,2.98,2.37,24.62,1.64,27931470,8994752,9043131,1976-03-24
동화약품(주),20,2018,22.5,-17.48,4,1.97,1.54,25.5,0,27931470,6250813,5460966,1976-03-24
동화약품(주),20,2019,-4.29,-76.56,1,0.43,0.34,27.72,1.04,27931470,1496721,1280021,1976-03-24
동화약품(주),20,2021,0.79,17.54,7.48,3.27,2.63,23.95,1.15,27931470,10312854,10629413,1976-03-24
두산밥캣(주),241560,2019,758.87,1029.85,76.86,1.52,1.46,3.56,2.24,50124583,61033302,46311740,2016-11-18
두산밥캣(주),241560,2018,-1.33,2307.52,-39.19,0.13,0.13,3.59,2.13,50124583,-3623091,4098921,2016-11-18
두산밥캣(주),241560,2020,25.35,44.61,81.72,2.21,2.13,3.53,2.13,50124583,81343916,66973565,2016-11-18
두산밥캣(주),241560,2021,-82.8,0,-3.5,-0.71,-0.62,25.48,19.4,50124583,-599326,-21839438,2016-11-18
두산중공업(주),34020,2021,-6.79,0,7.46,5.19,1.57,186.92,41.8,2204971960,121511561,186149856,2000-10-25
두산중공업(주),34020,2020,-3.77,0,-7.49,-22.3,-6.91,292.89,48,1330224940,-130885125,-806037955,2000-10-25
두산중공업(주),34020,2018,-8.65,280.94,7.02,2.36,0.87,165.21,41.04,650252325,137963791,106976838,2000-10-25
두산중공업(주),34020,2019,-7.62,0,6.04,-1.32,-0.49,175.59,40.59,1075255425,109562703,-60018693,2000-10-25
두산퓨얼셀(주),336260,2021,0,0,1.07,-0.75,-0.44,70.57,12.17,8184423,1363982,-3838363,2019-10-18
두산퓨얼셀(주),336260,2020,,,,,,,,7184423,7914085,5701095,2019-10-18
디비금융제8호기업인수목적(주),367340,2021,,,,,,,,605000,,16292,2020-12-09
디비금융제9호기업인수목적(주),367360,2021,,,,,,,,484000,,-18355,2021-03-16
디씨엠(주),24090,2021,62.63,166.98,12.65,11.54,9.78,21.11,2.65,6000000,14699188,22137352,1999-08-18
디씨엠(주),24090,2019,28.98,231.56,11.44,6.78,5.89,16.81,2.75,6000000,8240247,10177083,1999-08-18
디씨엠(주),24090,2018,-15.24,-67.18,4.74,2.11,1.82,13,1.83,6000000,2648785,3069486,1999-08-18
디씨엠(주),24090,2020,-0.81,-18.52,9.63,4.99,4.32,14.39,2.9,6000000,6881476,8291883,1999-08-18
디아이동일(주),1530,2020,-16.97,8.43,0.12,2.39,1.5,56.75,23.6,12328045,150345,10952482,1964-01-04
디아이동일(주),1530,2019,0.79,21.73,0.78,2.2,1.36,62.56,25,12107100,1233929,10101136,1964-01-04
디아이동일(주),1530,2021,23.88,-2.5,2.94,2.3,1.46,58.02,24.29,12553275,4748705,10678407,1964-01-04
디아이동일(주),1530,2018,10.14,66.72,2.18,1.77,1.13,60.08,24.85,11891545,3400866,8298136,1964-01-04
디아이티(주),110990,2021,465.05,0,-4.94,-0.62,-0.33,90.09,0.1,1890000,-2132440,-1057189,2018-08-07
디아이티(주),110990,2020,0,0,-22.17,0.01,0.01,85.5,0.08,1890000,-1694843,17633,2018-08-07
디아이티(주),110990,2019,,,,,,,,1890000,8281524,8240277,2018-08-07
디에스씨인베스트먼트(주),241520,2019,59.35,1581.21,51.61,8,5.18,49.86,,9009692,,2354259,2016-12-19
디에스씨인베스트먼트(주),241520,2020,36.4,75.12,62.43,11.29,8.05,31.96,,9109692,,4122889,2016-12-19
디에스씨인베스트먼트(주),241520,2021,79.93,24.4,42.06,9.82,7.35,34.76,,13905702,,5128737,2016-12-19
디에스씨인베스트먼트(주),241520,2018,8.57,-91.6,9.86,0.66,0.48,60.94,,8750000,,140034,2016-12-19
디에스알(주),155660,2021,13.55,11.41,6.59,3.64,2.7,36.55,14.87,8000000,6336303,5827672,2013-05-15
디에스알(주),155660,2020,-2.33,-9.06,7.31,3.41,2.6,32.42,15.19,8000000,6188678,5230698,2013-05-15
디에스알(주),155660,2019,-3.2,-0.64,6.17,3.93,2.96,29.83,12.7,8000000,5344608,5751583,2013-05-15
디에스알(주),155660,2018,0.39,-16.89,6.53,4.21,3.01,35.95,15.32,8000000,5841985,5788502,2013-05-15
디에스알제강(주),69730,2019,5.54,21.82,3.55,3.19,2.12,47.78,17.85,7200000,3412994,4362340,2003-01-28
디에스알제강(주),69730,2018,-0.5,-6.34,3.2,2.73,1.78,53.54,20.32,7200000,2917201,3580953,2003-01-28
디에스알제강(주),69730,2020,-7.02,8.24,3.76,3.3,2.28,41.98,17.97,7200000,3365702,4721950,2003-01-28
디에스알제강(주),69730,2021,8.14,-56.54,-0.85,1.39,0.97,46.05,17.63,7200000,-826000,2052234,2003-01-28
디엘(주),210,2018,-4.3,169.17,6.82,7.77,3.33,128.19,21.36,218500000,340769544,368825663,1975-02-02
디엘(주),210,2019,-25.9,-30.27,10.48,5.1,2.43,92.95,16.1,218500000,387921807,257166532,1975-02-02
디엘(주),210,2020,-6.52,55.9,11.52,7.22,3.94,74.45,16.5,218500000,398403651,400932373,1975-02-02
디엘(주),210,2021,-99.45,14.31,-47.76,10.46,6.64,24.68,16.96,138709995,-9166702,458313450,1975-02-02
디엘건설(주),1880,2021,19.06,0.66,12.83,12.79,7.25,76.09,9.16,116539020,116898039,90526203,1977-12-22
디엘건설(주),1880,2019,63.43,151.4,12.32,17.07,8.07,113.55,12.14,75898830,81514907,64743005,1977-12-22
디엘건설(주),1880,2018,-3.56,-30.42,8.6,8.24,3.45,108.98,14.74,75898830,34827009,25753083,1977-12-22
디엘건설(주),1880,2020,15.65,38.9,15.17,18.53,9.6,76.72,2.38,75898830,116111725,89931153,1977-12-22
디엘이앤씨(주),375500,2021,,,,,,,,107363115,281859327,206726651,2021-01-25
디와이(주),13570,2018,0.96,13.39,3.18,0.89,0.83,7.47,0.64,13159817,1949198,2021337,1989-05-30
디와이(주),13570,2020,-23.29,72.29,10.43,1.95,1.86,1.57,0.01,13159816,4001058,4135743,1989-05-30
디와이(주),13570,2019,-18.38,18.76,4.62,1.09,1.02,7.46,0.54,13159817,2309995,2400520,1989-05-30
디와이(주),13570,2021,-82.5,-44.71,35.43,1.08,1.07,1.3,0.04,13159817,2378008,2286774,1989-05-30
디와이씨(주),310870,2020,0,0,0,0.19,0.17,8.55,,342000,,12100,2018-12-20
디와이씨(주),310870,2019,,,,,,,,342000,,22895,2018-12-20
디와이씨(주),310870,2021,0,0,0,-0.7,-0.65,8.54,,342000,,-44941,2018-12-20
디와이파워(주),210540,2021,54.04,154.91,5.54,8.26,6.31,30.94,4.17,5520854,7428167,13823415,2015-01-15
디와이파워(주),210540,2019,-7.35,-3.54,5.18,5.9,4.23,42.15,13.85,5520854,6409453,8875597,2015-01-15
디와이파워(주),210540,2020,-29.59,-38.9,3.98,3.44,2.52,30.59,10.09,5520854,3465528,5422945,2015-01-15
디와이파워(주),210540,2018,4.09,-14.67,7.86,6.64,4.7,36.37,9.05,5520854,10495723,9201394,2015-01-15
디와이피엔에프(주),104460,2021,-43.9,-70.11,9.96,3.77,1.98,63.8,22.9,5356813,5549504,3188497,2009-12-22
디와이피엔에프(주),104460,2018,-13.33,0,2.46,2.14,1.28,70.63,10.7,5356813,866244,1193682,2009-12-22
디와이피엔에프(주),104460,2019,139.22,753.61,17.76,17.82,9.25,112.79,12.97,5356813,14958481,10189424,2009-12-22
디와이피엔에프(주),104460,2020,17.93,4.68,15.38,15.51,7.13,120.95,13.12,5356812,15283343,10666160,2009-12-22
디젠스(주),113810,2021,20.42,0,0.6,2.22,0.81,207.91,36.33,16314026,158318,557187,2012-11-22
디젠스(주),113810,2019,-1.06,0,7.53,3.17,1.43,146.76,41.85,16314026,1479888,1129330,2012-11-22
디젠스(주),113810,2018,-32.06,0,-6.56,-2.8,-1.18,106.47,32.05,16314026,-1302622,-1098218,2012-11-22
디젠스(주),113810,2020,11.39,0,-3.67,-2.31,-0.94,147.9,39.8,16314026,-802128,-651081,2012-11-22
디케이락(주),105740,2020,0.04,-33.09,8.73,3.63,2.74,34.25,9.62,4224956,3174086,3324280,2010-11-12
디케이락(주),105740,2021,17.4,22.13,8.28,4.3,2.92,59.74,18.12,4224956,3535356,4060009,2010-11-12
디케이락(주),105740,2019,14.25,110.9,15.71,5.86,4.48,30.03,6.29,4131456,5710184,4968606,2010-11-12
디케이락(주),105740,2018,22.47,505.07,7.2,2.98,2.3,31.73,6.84,4116456,2291521,2355910,2010-11-12
디피씨(주),26890,2018,-5.41,19.18,7.23,3.82,3.23,17.7,8.34,20839088,1585466,3471835,1997-11-25
디피씨(주),26890,2019,1.57,-13.67,5.9,3.25,2.78,15.93,7.59,20839088,1314167,2997326,1997-11-25
디피씨(주),26890,2020,-23.86,-29.07,4.5,2.32,2.03,12.28,6.01,20839088,763359,2126149,1997-11-25
디피씨(주),26890,2021,52.93,114.83,7.62,4.9,4.33,14.27,5.62,20839088,1975910,4567669,1997-11-25
라온시큐어(주),42510,2021,33.42,0,-19.16,-25.27,-12.89,40.41,16.13,19333373,-2367463,-5649413,2001-01-03
라온시큐어(주),42510,2018,-8.33,-76.66,1.15,1.16,0.94,20.78,1.43,15904806,88751,169345,2001-01-03
라온시큐어(주),42510,2020,3.18,0,-19.67,-41.58,-19.49,210.87,36.55,15904806,-1821492,-6855663,2001-01-03
라온시큐어(주),42510,2019,16.34,0,-10.13,-6.51,-5.05,35.75,11.3,15904806,-909469,-1115853,2001-01-03
라온피플(주),300120,2019,,,,,,,,4047100,4056477,4524762,2019-10-18
라온피플(주),300120,2021,23.31,0,-26.75,-3.72,-3.51,8.16,1.17,5259078,-2501976,-2121516,2019-10-18
라온피플(주),300120,2020,0,0,-34.93,-3.28,-3.15,4.06,0.78,5164228,-2649579,-1946395,2019-10-18
램테크놀러지(주),171010,2020,2.98,-70.65,3.7,2.08,1.09,75.52,36.04,6654578,719443,672729,2013-11-18
램테크놀러지(주),171010,2019,39.85,660.38,13.73,9.73,4.27,113.95,47.6,5730640,2594195,2292055,2013-11-18
램테크놀러지(주),171010,2021,-0.91,34.51,5.74,2.2,1.3,63.98,33.1,6654578,1106851,904898,2013-11-18
램테크놀러지(주),171010,2018,25.02,-29.97,4.8,1.39,0.57,143.29,54.83,5713358,647926,301437,2013-11-18
로스웰인터내셔널유한회사,900260,2019,,,,,,,,,,,2016-06-30
로스웰인터내셔널유한회사,900260,2018,,,,,,,,,,,2016-06-30
로스웰인터내셔널유한회사,900260,2020,,,,,,,,,,,2016-06-30
로스웰인터내셔널유한회사,900260,2021,,,,,,,,,,,2016-06-30
로체시스템즈(주),71280,2018,-85.86,0,-7.56,-3.35,-1.96,25.86,4.77,7648302,-2911995,-2283480,2003-11-14
로체시스템즈(주),71280,2019,-4.38,0,7,-0.49,-0.35,52.6,20.15,7648302,2578458,-312970,2003-11-14
로체시스템즈(주),71280,2020,150.66,0,5.86,4.9,2.68,111.98,21.41,7648302,5414971,3241004,2003-11-14
로체시스템즈(주),71280,2021,-37.1,21.41,10.23,5.44,2.99,55.65,19.31,7648302,5942586,3934943,2003-11-14
롯데관광개발(주),32350,2021,210.61,0,-175.73,-38.9,-10.06,542.46,77.5,34637831,-62641959,-92343276,2006-06-08
롯데관광개발(주),32350,2018,14.51,0,13.39,-85.6,-30.91,323.41,12.01,22697512,5144713,-100575355,2006-06-08
롯데관광개발(주),32350,2019,-4.26,0,8.51,5.07,2.52,53.69,1.1,34505170,3130284,9983134,2006-06-08
롯데관광개발(주),32350,2020,-68.8,0,-147.66,-6.61,-3.39,139.48,38.12,34637831,-16945408,-20716126,2006-06-08
롯데렌탈(주),89860,2019,6.06,-63.25,5.12,0.35,0.05,721.01,73.7,58846000,47304009,1883944,2021-08-19
롯데렌탈(주),89860,2018,6.29,-16.75,4.71,0.96,0.14,608.17,71.04,58846000,40991376,5125881,2021-08-19
롯데렌탈(주),89860,2021,8.23,206.38,8.71,6.76,0.82,731.31,72.24,147115000,96564984,38576052,2021-08-19
롯데렌탈(주),89860,2020,11,568.34,5.98,2.29,0.28,724.22,73.16,58846000,61265636,12591057,2021-08-19
