회사명,거래소코드,회계년도,매출액증가율(IFRS),순이익증가율(IFRS),매출액정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),부채비율(IFRS),차입금의존도(IFRS),자본(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS),상장일,보통주자본금(IFRS),우선주자본금(IFRS)
(주)엘지유플러스,032640,2020/06,-2.88,21.16,7.33,4.07,1.82,136.29,32.63,7244768000,441439000,289389000,2008/04/21,2573969000,0
(주)엘지유플러스,032640,2021/06,3.71,40.48,8.42,5.47,2.35,130.46,32.76,7611673000,525399000,406542000,2008/04/21,2573969000,0
(주)엘지하우시스,108670,2020/06,-8.41,-7.68,3.58,2.43,1,128.79,34.53,936680000,44435000,23037000,2009/04/20,44838350,5161650
(주)엘지하우시스,108670,2021/06,14.23,0,3.18,-3,-1.24,156.97,30.5,782564000,45158000,-25758000,2009/04/20,44838350,5161650
(주)엘지하우시스,108670,2019/06,-3.69,193.7,1.93,2.56,1.03,157.36,37.73,959450000,26195000,24953000,2009/04/20,44838350,5161650
(주)엘지하우시스,108670,2018/06,3.56,-80.06,1.74,0.87,0.37,141.91,37.66,988892000,24516000,8496000,2009/04/20,44838350,5161650
(주)엘지헬로비전,037560,2020/06,-5.61,-10.87,3.31,1.07,0.56,92.74,34.4,955416080,17451146,10790510,2012/11/09,193617163,0
(주)엘지헬로비전,037560,2021/06,0.34,22.23,4,1.65,0.8,125.41,40.96,638626447,21162066,13189620,2012/11/09,193617163,0
(주)엘지헬로비전,037560,2019/06,-2.66,-20.42,4.12,1.15,0.6,89.31,36.5,1065621316,23039463,12106003,2012/11/09,193617163,0
(주)엘지헬로비전,037560,2018/06,4.21,-2.95,5.02,1.51,0.79,94.68,37.77,1037198412,28821230,15211965,2012/11/09,193617163,0
(주)엘지화학,051910,2020/06,-0.62,23.01,4.4,3.09,1.85,72.61,21.37,16814801000,470048000,514700000,2001/04/25,352962000,38444000
(주)엘지화학,051910,2018/06,7.71,-3.56,9.74,5.98,4.42,42.9,11.49,15966158000,1085102000,922134000,2001/04/25,352962000,38444000
(주)엘지화학,051910,2021/06,-9.65,240.67,18.66,10.08,6.05,61.15,17.61,17977176000,1800188000,1753413000,2001/04/25,352962000,38444000
(주)엘지화학,051910,2019/06,-3.54,-54.62,4.52,2.58,1.69,60.83,19.99,16519972000,486169000,418426000,2001/04/25,352962000,38444000
(주)엠게임,058630,2020/06,22,72.8,21.56,12.56,10.17,22.27,2.09,44618678,4715024,5012845,2008/12/19,9771939,0
(주)엠게임,058630,2019/06,31.64,21.75,15.66,8.46,6.71,25.01,4.84,35226230,2806653,2901009,2008/12/19,9771939,0
(주)엠게임,058630,2018/06,-5.29,39.05,17.3,7.6,5.75,27.31,6.86,33371271,2355935,2382681,2008/12/19,9771939,0
(주)엠게임,058630,2021/06,11.29,74.79,26.61,17.58,14.4,21.93,1.69,55042205,6476052,8762013,2008/12/19,9771939,0
(주)엠로,058970,2021,,,,,,,,,,,,,
(주)엠씨넥스,097520,2021/06,-36.12,-54.14,3.58,5.27,3.13,49.7,14.17,308221525,13065215,15940925,2021/07/06,8931741,0
(주)엠씨넥스,097520,2019/06,112.88,102.07,11.44,28.32,12.11,135.64,14.32,218676872,68357477,51813457,2021/07/06,8872728,0
(주)엠씨넥스,097520,2018/06,-8.84,0,6.75,21.25,7.32,131.48,29.41,147174699,18936086,25640765,2021/07/06,4598195,1020052
(주)엠씨넥스,097520,2020/06,-4.47,-32.91,6.61,13.48,6.49,87.43,24.91,296868873,37716235,34759412,2021/07/06,8931741,0
(주)엠아이텍,179290,2021/06,31.36,47.36,26.21,9.74,8,21.08,9.01,59092546,6090618,5352008,2018/11/29,15591574,0
(주)엠아이텍,179290,2020/06,18.73,55.84,17.49,7.47,6.24,22.54,10.97,50770573,3093958,3631940,2018/11/29,15211779,0
(주)엠아이텍,179290,2019/06,0,0,12.8,5.02,4.31,16.43,5.55,46466940,1906856,2330558,2018/11/29,15211779,0
(주)엠아이텍,179290,2018/06,,,,,,,,21695133,3828830,3020220,2018/11/29,11873100,0
(주)엠에스씨,009780,2020/06,-3.46,2.94,9.21,6.42,3.48,78.84,27.77,89348010,6894500,5434054,1993/10/12,8800000,0
(주)엠에스씨,009780,2021/06,3.25,57.64,14.06,8.95,5.26,62.65,21.99,102156477,10871793,8566380,1993/10/12,8800000,0
(주)엠에스씨,009780,2018/06,7.4,17.42,8.18,6.84,3.2,100.83,30.1,71495197,5883194,4543054,1993/10/12,8800000,0
(주)엠에스씨,009780,2019/06,7.87,16.2,9.15,6.97,3.57,90.14,27.79,80068718,7094495,5278876,1993/10/12,8800000,0
(주)엠에스오토텍,123040,2021/06,11.57,0,0.42,0.53,0.2,200.89,46.49,142698128,461156,908969,2010/08/06,17827044,0
(주)엠에스오토텍,123040,2020/06,-31.58,0,-3.74,-0.53,-0.22,151.24,38.34,199929581,-3655213,-1053363,2010/08/06,17142423,0
(주)엠에스오토텍,123040,2018/06,2.85,0,-5.7,-1.49,-0.59,135.83,32.26,171391329,-5897981,-2387385,2010/08/06,13602511,0
(주)엠에스오토텍,123040,2019/06,37.94,0,1.14,4.15,1.74,142.34,36.83,194191932,1627385,7593006,2010/08/06,15583044,0
(주)엠투아이코퍼레이션,347890,2021/06,,,,,,,,61155330,6805444,5737427,2020/07/29,1679820,0
(주)엠투엔,033310,2019/06,-11.52,-8.72,1.4,4.05,2.48,65.39,26.63,54190341,193643,2112725,1997/11/10,10986206,0
(주)엠투엔,033310,2021/06,32.99,0,-5.86,-9.02,-5.13,82.02,32.86,72296545,-729958,-6276136,1997/11/10,12590527,0
(주)엠투엔,033310,2020/06,-32.09,-59.35,-10.13,1.42,0.85,69.53,29.93,66829783,-948460,858898,1997/11/10,10986206,0
(주)엠투엔,033310,2018/06,8.03,0.72,2.34,4.78,2.94,60.67,23.54,50124409,364902,2314628,1997/11/10,10986206,0
(주)엠플러스,259630,2019/06,113.31,112.97,5.86,3.55,1.22,193.64,19.3,40486875,2639334,1405817,2017/09/20,2555945,0
(주)엠플러스,259630,2021/06,-15.52,0,-7.33,-4.91,-1.49,125.11,19.37,56193931,-3911264,-2367026,2017/09/20,5701218,0
(주)엠플러스,259630,2020/06,40.38,-83.18,2.88,0.59,0.15,376.08,23.33,40229746,1818982,236492,2017/09/20,2591857,0
(주)엠플러스,259630,2018/06,0,0,1.98,1.71,0.59,189.21,16.53,38699031,418047,660087,2017/09/20,2555945,0
(주)엠피대산,065150,2021/06,-19.28,0,-6.8,50.95,28.52,40.02,8.6,50089482,-1344751,16399466,2007/07/18,12528241,0
(주)엠피대산,065150,2020/06,-18.07,0,-13.3,-25.21,-8.76,214.12,25.21,14281924,-3259376,-4108556,2007/07/18,8080841,0
(주)엠피대산,065150,2018/06,-25.51,0,0.9,34.68,10.79,179.15,20.42,21050007,296806,8341522,2007/07/18,8080841,0
(주)엠피대산,065150,2019/06,-9.75,0,-5.42,-11.38,-4.16,167.5,19.42,18306928,-1621768,-2238920,2007/07/18,8080841,0
(주)연우,115960,2020/06,-19.71,-39.67,6.82,3.19,2.33,29.11,13.42,217447665,8112222,6715583,2015/11/02,6199000,0
(주)연우,115960,2019/06,10.43,151.39,8.98,5.64,3.9,45.69,19.54,203581225,13306970,11131091,2015/11/02,6199000,0
(주)연우,115960,2018/06,20.35,-14.47,2.69,2.36,1.7,43.45,16.82,191165261,3603300,4427787,2015/11/02,6199000,0
(주)연우,115960,2021/06,22.39,120.08,11.72,6.55,5.2,23,7.94,233946769,17058226,14779429,2015/11/02,6199000,0
(주)연이비앤티,090740,2019/06,-43.3,-98.73,12.69,0.05,0.03,75.2,17.51,64057126,481092,34703,2007/09/19,8000000,0
(주)연이비앤티,090740,2018/06,-75.83,0,1.17,4.17,2.7,60.92,12.59,64174272,77951,2731186,2007/09/19,8000000,0
(주)연이비앤티,090740,2021/06,68.41,0,9.07,7.67,3.17,145.14,26.33,31614877,414161,2748329,2007/09/19,9563041,0
(주)연이비앤티,090740,2020/06,-28.43,0,-17.67,-81.62,-40.84,139.26,32.41,40006764,-479357,-42467276,2007/09/19,9449276,0
(주)영림원소프트랩,060850,2021/06,,,,,,,,30582382,-1337743,-1295303,2020/08/12,4065500,0
(주)영우디에스피,143540,2021/06,39.91,-43.25,11.51,12.7,6.5,42.61,12.43,60128890,6156580,6105003,2014/10/29,22299948,0
(주)영우디에스피,143540,2020/06,42.5,0,7.72,38.64,11.14,183.62,33.04,36000657,2951658,10758605,2014/10/29,17066838,0
(주)영우디에스피,143540,2019/06,-57.74,0,-2.45,-3.45,-0.64,362.59,34.06,19681748,-656971,-624759,2014/10/29,15096754,0
(주)영우디에스피,143540,2018/06,-51.71,0,-14.15,-33.46,-7.91,524.12,55.99,16555453,-8988733,-9437953,2014/10/29,6092233,0
(주)영원무역,111770,2021/06,9.36,16.59,10.57,4.48,3.2,30.72,5.58,1280337203,56695355,57186647,2009/07/30,22155734,0
(주)영원무역,111770,2020/06,-23.44,3.81,9.96,3.96,2.62,49.76,11.7,1269972871,48884573,49048246,2009/07/30,22155734,0
(주)영원무역,111770,2019/06,11.13,57.46,9.04,4.18,2.7,52.91,10.16,1209112359,57962536,47246825,2009/07/30,22155734,0
(주)영원무역,111770,2018/06,-2.73,-30.46,8,3.09,1.92,56.49,12.07,1053679487,46128967,30004928,2009/07/30,22155734,0
(주)영원무역홀딩스,009970,2020/06,19.82,18.4,86.59,3.5,3.23,8.73,0.54,547077137,18507397,19024722,1988/11/07,6817796,0
(주)영원무역홀딩스,009970,2019/06,35.41,40.15,91.06,3.12,2.91,7.87,0.06,540526687,16244030,16067692,1988/11/07,6817796,0
(주)영원무역홀딩스,009970,2018/06,25.95,27,89.68,2.49,2.38,6.02,0,490587212,11813416,11464404,1988/11/07,6817796,0
(주)영원무역홀딩스,009970,2021/06,29.21,22.51,88.15,4.29,4,5.54,0.53,540588647,24345394,23308083,1988/11/07,6817796,0
(주)영풍,000670,2020/06,-15.47,-13.8,0.72,3.19,2.56,22.36,1.31,1861818255,4120916,58771002,1976/06/12,9210200,0
(주)영풍,000670,2018/06,3.71,3.25,-0.51,3.01,2.38,27.02,4.77,1787256658,-3742820,53184107,1976/06/12,9210200,0
(주)영풍,000670,2019/06,-9.21,28.2,3.78,3.78,2.98,26.71,4.09,1819002122,25444401,68182752,1976/06/12,9210200,0
(주)영풍,000670,2021/06,23.6,39,2.78,4.33,3.46,27.67,2.8,1910054247,19506381,81689158,1976/06/12,9210200,0
(주)영흥,012160,2021/06,30.47,0,-1.36,-3.52,-1.68,115.39,39.71,161509239,-1509115,-5540894,2010/01/25,50655186,0
(주)영흥,012160,2020/06,-6.98,0,-5.57,-0.83,-0.44,103.17,35.98,153105938,-4732072,-1305848,2010/01/25,42913255,0
(주)영흥,012160,2019/06,-0.75,0,2.75,1.18,0.66,77.39,26.97,160711672,2509317,1943423,2010/01/25,42913255,0
(주)영흥,012160,2018/06,-0.18,0,-3.7,-1.57,-0.88,80.49,28.18,169304618,-3403639,-2705955,2010/01/25,42913255,0
(주)예림당,036000,2020/06,-17.09,0,22.74,1.27,1.23,3.11,0.07,111441315,1812906,1419014,1999/11/30,11617139,0
(주)예림당,036000,2018/06,-14.18,-45.25,6.58,0.77,0.71,10.74,4.2,79624768,739767,609816,1999/11/30,11617139,0
(주)예림당,036000,2021/06,-8.18,-18.95,6.94,1.02,0.99,3.36,0.04,113983149,507764,1150131,1999/11/30,11617139,0
(주)예림당,036000,2019/06,-14.43,0,0.67,-0.06,-0.06,3.42,0.08,111732096,64281,-56517,1999/11/30,11617139,0
(주)예선테크,250930,2021/06,36.18,41.33,1.21,10.63,5.69,93.05,37.1,30524777,142929,3266174,2016/09/29,3300044,0
(주)예선테크,250930,2020/06,0,0,3.85,7.47,4.14,80.59,35.76,30931723,332299,2311064,2016/09/29,3300044,0
(주)예선테크,250930,2019/06,0,0,0,-0.05,-0.05,16.94,,10239155,,-5457,2016/09/29,521000,0
(주)예선테크,250930,2018/06,0,0,0,0.24,0.2,16.71,,10205321,,24098,2016/09/29,521000,0
(주)예스코홀딩스,015360,2021/06,3.29,83.9,53.77,3.74,2.85,28.45,12.24,462178015,9999659,18606260,1996/12/24,30000000,0
(주)예스코홀딩스,015360,2019/06,-96.82,433.43,71.81,2.57,2,26.58,9.9,570398080,9048559,14904871,1996/12/24,30000000,0
(주)예스코홀딩스,015360,2018/06,-23.22,-90.69,3.47,0.46,0.31,30.59,11.04,588789412,13724059,2794136,1996/12/24,30000000,0
(주)예스코홀딩스,015360,2020/06,42.89,-32.12,69.02,1.83,1.41,33.54,15.59,533751461,12426546,10117463,1996/12/24,30000000,0
(주)예스티,122640,2021/06,10.48,0,-10.87,-17.18,-7.55,113.71,46.08,86317273,-3437089,-12912449,2015/12/16,8531283,0
(주)예스티,122640,2020/06,24.6,0,5.96,14.26,5.8,146.26,51.44,63971811,1705186,9635957,2015/12/16,7210574,0
(주)예스티,122640,2019/06,-50.99,0,0.59,-8.77,-3.52,145.79,47.91,71177390,136249,-5466749,2015/12/16,7001664,0
(주)예스티,122640,2018/06,-51.16,0,0.93,-4.96,-2,154.66,44.33,53424313,436634,-2610395,2015/12/16,5451037,0
(주)오공,045060,2021/06,17.36,-24.03,5.92,1.98,1.51,28.51,8.05,72562820,1862239,1408041,2000/08/10,8470987,0
(주)오공,045060,2020/06,-5.8,21.43,7.77,2.7,1.97,33.83,13.78,69989791,2085061,1853355,2000/08/10,8470987,0
(주)오공,045060,2019/06,5.8,-35.99,5.82,2.53,1.72,41.09,15.74,67136110,1658673,1526299,2000/08/10,8470987,0
(주)오공,045060,2018/06,-3.55,35.02,6.19,4.59,2.86,55.54,22.92,53493128,1665424,2384328,2000/08/10,5760987,0
(주)오디텍,080520,2020/06,-6.95,-1.1,1.96,0.58,0.54,6.85,0.3,110809084,345714,647034,2007/10/08,5873305,0
(주)오디텍,080520,2018/06,-16.56,-79.12,2.47,0.75,0.7,6.59,0,113450265,494891,836703,2007/10/08,5873305,0
(주)오디텍,080520,2019/06,-5.42,-21.81,1.62,0.58,0.54,6.31,0.3,112164248,306018,654259,2007/10/08,5873305,0
(주)오디텍,080520,2021/06,34.16,374.11,6.89,2.67,2.48,8.24,0.25,118920969,1627849,3067681,2007/10/08,5873305,0
(주)오뚜기,007310,2021/06,3.83,-33.51,5.21,4.06,2.48,65.13,21.21,1328131433,61809101,51572809,1994/08/12,18359905,0
(주)오뚜기,007310,2020/06,8.43,29.41,8,6.63,4.25,62.63,16.72,1211924407,91409245,77565160,1994/08/12,18026185,0
(주)오뚜기,007310,2018/06,4.26,10.39,6.69,6.1,3.99,51.39,9.26,1000505525,70205092,58198877,1994/08/12,17200000,0
(주)오뚜기,007310,2019/06,0.4,2.99,6.97,5.63,3.75,49.02,9.14,1127052471,73531103,59939819,1994/08/12,18026185,0
(주)오로스테크놀로지,322310,2021/06,,,,,,,,67422966,9539184,7222321,2021/02/24,4654771,0
(주)오르비텍,046120,2021/06,32.12,0,1.91,6.82,3.55,99.53,28.34,56460138,519554,4151648,2010/06/15,12484215,0
(주)오르비텍,046120,2018/06,52.87,23.93,8.56,3.36,1.9,78.52,20.19,66294097,2810067,2090626,2010/06/15,11895287,0
(주)오르비텍,046120,2020/06,-41.17,0,-12.95,-4.55,-2.34,85.72,29.09,65367071,-2669205,-3066579,2010/06/15,11895287,0
(주)오르비텍,046120,2019/06,6.76,-26.11,7.49,2.28,1.19,102.19,24.6,69352785,2623439,1544743,2010/06/15,11895287,0
(주)오리엔탈정공,014940,2021/06,-21.88,-31.65,11.9,6.73,4.43,34.78,0.07,69582809,3447122,3672447,2001/12/26,22786831,0
(주)오리엔탈정공,014940,2020/06,41.13,2534.9,14.85,15.05,7.68,82.08,7.06,39478263,5507927,5372833,2001/12/26,22786831,0
(주)오리엔탈정공,014940,2019/06,48.18,-0.94,-1.68,0.7,0.31,112.99,15,31923851,-442125,203910,2001/12/26,22786831,0
(주)오리엔탈정공,014940,2018/06,-27.78,-91.28,-3.63,0.79,0.34,134.87,16.2,26554241,-643062,205836,2001/12/26,20919740,0
(주)오리엔트바이오,002630,2020/09,19.73,0,-10.65,-19.7,-13.83,50.93,11.42,51104196,-1730958,-10383308,1976/12/28,59284983,0
(주)오리엔트바이오,002630,2021/09,-21.8,0,-13.8,1.05,0.71,44.48,12.28,42286154,-1755116,490709,1976/12/28,59291502,0
(주)오리엔트바이오,002630,2018/09,22.26,0,-23.1,-15.64,-8.74,90.82,20.98,49057992,-2927456,-9212685,1976/12/28,83209639,0
(주)오리엔트바이오,002630,2019/09,7.14,0,-67.53,-26.02,-16.14,34.44,9.11,54309886,-9169398,-13449570,1976/12/28,114267552,0
(주)오리엔트정공,065500,2020/06,-31.32,0,-10.49,-4.23,-2.85,49.66,23.8,53619076,-2253161,-2429042,2002/09/19,58607281,0
(주)오리엔트정공,065500,2018/06,2.69,-27.74,1.25,0.28,0.17,56.63,19.55,48005391,370186,122607,2002/09/19,33607281,0
(주)오리엔트정공,065500,2021/06,81.29,0,2.09,1.45,0.86,93.16,28.95,39997600,813643,678133,2002/09/19,58607281,0
(주)오리엔트정공,065500,2019/06,5.69,0,-2.12,-0.45,-0.29,47.35,17.5,61114861,-664222,-243121,2002/09/19,58607281,0
(주)오리온,271560,2020/06,5.37,17.53,15.76,5.86,3.62,57.82,24.7,766226466,59098736,43221600,2017/07/07,19768066,0
(주)오리온,271560,2019/06,0.78,12.57,13.88,5.38,3.15,66.9,26.98,707884861,49403313,36773506,2017/07/07,19768066,0
(주)오리온,271560,2021/06,5.02,11.77,16.79,6.06,3.96,48.83,19.92,827089212,66102681,48309357,2017/07/07,19768066,0
(주)오리온,271560,2018/06,0,0,13.36,4.96,2.82,75.53,31.09,659159503,47182856,32667429,2017/07/07,19766751,0
(주)오리온홀딩스,001800,2021/06,3.67,-2.63,64.72,0.62,0.6,3.54,1.91,1870105594,12137478,11646197,1975/06/27,31322711,0
(주)오리온홀딩스,001800,2019/06,11.61,-22.66,74.12,0.67,0.66,1.6,0,1896475331,15391380,12709166,1975/06/27,31322711,0
(주)오리온홀딩스,001800,2018/06,222.11,-99.26,67.1,1.33,1.28,0.57,0,1899361092,12483808,16433791,1975/06/27,31322027,0
(주)오리온홀딩스,001800,2020/06,-12.88,-5.89,66.12,0.63,0.62,2.47,0.95,1880836113,11960046,11960927,1975/06/27,31322711,0
(주)오리콤,010470,2019/06,7.54,0,1.43,-0.02,-0.01,76.57,0.54,67398379,707808,-11910,2000/10/24,11498750,0
(주)오리콤,010470,2020/06,-11.99,0,-2.79,-2.14,-1.23,70.28,0.59,67337447,-1215606,-1441545,2000/10/24,11704050,0
(주)오리콤,010470,2021/06,3.23,0,3.53,1.28,0.73,83.36,2.68,67190069,1586954,862523,2000/10/24,11845050,0
(주)오리콤,010470,2018/06,12.34,0,2.34,0.27,0.15,88.24,0,64476976,1074129,174346,2000/10/24,11498750,0
(주)오비고,352910,2021,,,,,,,,,,,,,
(주)오스코텍,039200,2020/06,319.32,0,-35.16,-7.6,-5.69,21.34,8.87,51397307,-3267502,-3291513,2007/01/17,14600156,416667
(주)오스코텍,039200,2021/06,-79.65,0,-613.96,-25.66,-20.92,24.54,2.4,38303967,-11609885,-11510263,2007/01/17,14957430,208333
(주)오스코텍,039200,2019/06,4.01,0,-318.09,-27.79,-17.49,51.72,21.57,35195775,-7050603,-7597464,2007/01/17,14050920,228832
(주)오스코텍,039200,2018/06,5.47,0,-38.79,-4.39,-3.09,71.92,37.38,19478818,-826578,-1100946,2007/01/17,13625394,0
(주)오스테오닉,226400,2020/06,10.17,0,-29.39,-14.5,-7.35,109.76,37.21,24903504,-1515763,-3794861,2018/02/22,6308526,0
(주)오스테오닉,226400,2018/06,0,0,-27.24,-14.36,-9.63,49.06,21.51,30155390,-1008777,-4330229,2018/02/22,4229233,0
(주)오스테오닉,226400,2021/06,32.6,0,-17.24,-15.13,-7.61,90.57,23.39,33122239,-1179246,-4388480,2018/02/22,8386527,0
(주)오스테오닉,226400,2019/06,26.39,0,-24.46,-4,-2.4,85.85,35.65,27442640,-1145262,-1152281,2018/02/22,4229233,0
(주)오스템,031510,2019/06,-13.14,0,2.6,-4.86,-2.42,104.05,32.18,106142705,1701303,-5501064,1997/02/12,13000000,0
(주)오스템,031510,2018/06,-19.95,-78.29,-0.77,0.37,0.19,97.74,33.25,120398178,-580955,449758,1997/02/12,13000000,0
(주)오스템,031510,2021/06,-7.57,0,-8.33,-1.26,-0.7,75.17,32.54,116199731,-3335035,-1426371,1997/02/12,14000000,0
(주)오스템,031510,2020/06,-33.67,0,-0.77,1.1,0.56,85.29,33.38,110917210,-332416,1190400,1997/02/12,13000000,0
(주)오이솔루션,138080,2021/06,16.86,110.98,5.31,5.39,4,34.74,17.86,150158150,2997913,7742545,2014/02/27,5312048,0
(주)오이솔루션,138080,2020/06,-51.4,-83.22,5.09,3.27,2.37,34.76,20.13,137369233,2460043,3669823,2014/02/27,5312048,0
(주)오이솔루션,138080,2018/06,-16.05,0,-6.1,-0.08,-0.05,49.26,20.83,64314164,-2200426,-49894,2014/02/27,3869766,0
(주)오이솔루션,138080,2019/06,175.78,0,27.08,28.91,19.82,43.38,15.74,86961174,26926447,21867922,2014/02/27,3869766,0
(주)오킨스전자,080580,2020/06,48.65,749.7,2.24,3.63,1.75,101.02,39.26,28503543,504884,964950,2014/12/24,3603133,0
(주)오킨스전자,080580,2018/06,-14.78,0,-4.15,-4.56,-1.83,147.33,49.55,22871746,-652441,-1076301,2014/12/24,3100000,0
(주)오킨스전자,080580,2021/06,13.77,9.33,5.15,3.3,1.56,120.49,43.28,35421105,1319466,1055010,2014/12/24,8839649,0
(주)오킨스전자,080580,2019/06,-3.75,0,3.12,0.48,0.21,115.36,43.9,24615065,472101,113563,2014/12/24,3100000,0
(주)오텍,067170,2021/06,-15.82,-12.11,1.54,2.84,1.79,61.52,24.09,153035141,781577,4306302,2003/11/14,7695803,0
(주)오텍,067170,2020/06,13.18,-62.52,5.35,3.23,2.13,56.65,20.34,149810590,3217564,4899467,2003/11/14,7695803,0
(주)오텍,067170,2018/06,-22.79,-27.69,2.94,5.52,3.48,50.58,24.18,135320622,1367612,6810992,2003/11/14,7695803,0
(주)오텍,067170,2019/06,14.06,91.92,3.13,9.04,6.1,46.38,18.49,153819805,1662798,13071810,2003/11/14,7695803,0
(주)오파스넷,173130,2021/06,-6.39,32.91,3.28,11.71,4.87,118.39,9.14,25195293,1461891,2627265,2018/08/24,5930215,0
(주)오파스넷,173130,2019/06,,,,,,,,21538838,1200977,-8687937,2018/08/24,2012951,0
(주)오파스넷,173130,2020/06,0,0,3.84,10.06,3.74,168.68,21.61,19658324,1829327,1976710,2018/08/24,2012951,0
(주)오픈베이스,049480,2020/06,22.17,0,-3.72,-1.09,-0.79,41.29,14.48,55486128,-913275,-603998,2001/01/09,15711192,0
(주)오픈베이스,049480,2021/06,13.64,0,4.41,1.84,1.32,38.01,12.75,59727916,1227998,1057635,2001/01/09,15711192,0
(주)오픈베이스,049480,2019/06,8,0,-2.76,-0.37,-0.27,36.26,16.06,55090325,-553163,-201199,2001/01/09,15711192,0
(주)오픈베이스,049480,2018/06,5.12,0,-5.9,-1.47,-1,39.07,18.07,53378406,-1096240,-748048,2001/01/09,15711192,0
(주)오하임아이엔티,309930,2021/06,0,0,12.57,6.83,5.04,35.52,6.37,23637398,1955920,1615427,2018/12/20,2050769,0
(주)오하임아이엔티,309930,2019/06,,,,,,,,8322747,,50277,2018/12/20,459000,0
(주)오하임아이엔티,309930,2020/06,0,0,0,0.15,0.14,9.12,,8386043,,12405,2018/12/20,459000,0
(주)온코퀘스트파마슈티컬,078590,2021/06,25.48,0,-11.36,-165.52,-20.16,865.5,86.46,44424402,-2430909,-92171568,2005/10/27,16601392,0
(주)온코퀘스트파마슈티컬,078590,2020/06,-3.26,0,-4.62,-195.17,-34.32,625.02,9.1,66946056,-786830,-94163066,2005/10/27,15056067,0
(주)온코퀘스트파마슈티컬,078590,2018/06,-15.45,-64.55,6.89,5.38,3.32,53.46,10.46,18289137,1270635,944857,2005/10/27,6507635,0
(주)온코퀘스트파마슈티컬,078590,2019/06,-4.43,299.4,3.93,15.78,8.25,114.62,32.17,29548160,691945,3773740,2005/10/27,10557737,0
(주)옵트론텍,082210,2019/06,44.96,25.27,15.91,6.2,3.15,95.89,33.61,128225933,14299028,7646216,2005/06/24,11280314,0
(주)옵트론텍,082210,2020/06,-28.41,0,-10.8,-4.2,-2.16,92.3,39.91,130090399,-6950814,-5423962,2005/06/24,11837976,0
(주)옵트론텍,082210,2021/06,-19.7,0,-14.22,-2.91,-1.4,123.14,43.82,120717080,-7345196,-3643853,2005/06/24,12110300,0
(주)옵트론텍,082210,2018/06,-23.21,63.88,8.38,5.3,2.56,98.24,35.67,118394555,5196249,6103670,2005/06/24,11280314,0
(주)옵티팜,153710,2021/06,8.06,0,-43.2,-6.7,-5.46,26.38,10.15,32045252,-2899301,-2231351,2018/10/26,7294729,0
(주)옵티팜,153710,2019/06,0,0,-6.6,-0.47,-0.39,19.3,10.33,36115214,-454517,-169044,2018/10/26,7188879,0
(주)옵티팜,153710,2020/06,-9.76,0,-21.2,-3.01,-2.52,19.21,8.18,34587115,-1316662,-1063178,2018/10/26,7188879,0
(주)옵티팜,153710,2018/06,,,,,,,,13512673,-69126,-76068,2018/10/26,5964441,0
(주)와이더플래닛,321820,2021/06,,,,,,,,12720638,-2378218,-2375788,2021/02/03,3448741,0
(주)와이비엠넷,057030,2021/06,18.76,0,6.11,3.21,1.75,79.22,20.77,41788028,1764934,1328199,2004/06/08,8156349,0
(주)와이비엠넷,057030,2019/06,-4.45,0,2.29,1.14,0.61,87.47,20.83,40888174,673200,471451,2004/06/08,8156348,0
(주)와이비엠넷,057030,2018/06,2.46,0,0.31,-0.01,-0.01,83.15,23.31,42029711,95824,-6619,2004/06/08,8156349,0
(주)와이비엠넷,057030,2020/06,-17.25,0,-6.39,-2.71,-1.44,88.15,20.78,41014592,-1553605,-1109890,2004/06/08,8156349,0
(주)와이솔,122990,2021/06,9.71,213.55,1.69,6.83,6.16,12.12,0.03,300794343,1569028,20115135,2010/09/10,14093471,0
(주)와이솔,122990,2020/06,-21.51,832.98,5.33,2.48,2.02,9.5,2.75,288592585,4520720,6415340,2010/09/10,14085971,0
(주)와이솔,122990,2019/06,-24.06,-96.93,0.71,0.3,0.22,39.37,7.05,229051845,768488,687617,2010/09/10,12078470,0
(주)와이솔,122990,2018/06,-3.62,205.13,17.42,11.77,7.63,42.13,9.86,223538583,24794977,22414407,2010/09/10,12048471,0
(주)와이어블,065530,2019/06,11.71,-37.89,1.97,0.32,0.17,106.03,23.11,67881551,651885,221587,2002/06/04,26430000,0
(주)와이어블,065530,2020/06,10.02,109.3,2.25,0.68,0.33,108.8,20.83,68245463,820985,463783,2002/06/04,26430000,0
(주)와이어블,065530,2018/06,-31.01,-88.75,2.76,0.48,0.27,71.07,19.68,69196187,819122,356788,2002/06/04,26430000,0
(주)와이어블,065530,2021/06,-10.47,-49.66,2.01,0.33,0.17,89.54,18.52,71718823,655460,233489,2002/06/04,26430000,0
(주)와이엔텍,067900,2020/06,39.33,78.92,31.03,9.25,5.51,60.28,28.59,143681683,16298936,12224683,2005/12/23,9099830,0
(주)와이엔텍,067900,2019/06,31.53,71.41,23.86,5.96,3.44,76.76,33.92,120762286,8995471,6832428,2005/12/23,9099830,0
(주)와이엔텍,067900,2018/06,-3.14,-0.56,20.15,3.83,2.35,68.94,31.22,108439966,5775905,3986003,2005/12/23,9099830,0
(주)와이엔텍,067900,2021/06,2.5,10.17,33.16,8.68,5.57,51.81,22.95,166603631,17853344,13467701,2005/12/23,9099830,0
